user_id,plan,signup_date,churn_date,monthly_fee,country,is_churned,customer_lifetime_days
258,Premium,2023-06-14,,199.0,Unknown,0,963
259,Standard,2023-01-19,,199.0,UK,0,1109
260,Basic,2023-07-15,,199.0,UK,0,932
261,Unknown,2023-01-03,,199.0,Unknown,0,1125
262,Basic,2023-01-02,,399.0,Germany,0,1126
263,Basic,2023-11-04,,799.0,Australia,0,820
264,Standard,2023-02-09,,399.0,UK,0,1088
265,Basic,2023-08-15,,399.0,Germany,0,901
266,Basic,2023-11-11,,799.0,India,0,813
267,Premium,2023-10-07,,199.0,Unknown,0,848
268,Basic,2023-12-21,,799.0,Australia,0,773
269,Premium,2023-06-14,2023-07-09,199.0,Australia,1,25
270,Standard,2023-02-14,2023-07-01,799.0,India,1,137
271,Basic,2023-11-26,,799.0,India,0,798
272,Basic,2023-09-07,,199.0,India,0,878
273,Basic,2023-07-16,,199.0,US,0,931
274,Unknown,2023-06-11,,199.0,UK,0,966
275,Basic,2023-01-07,,199.0,India,0,1121
276,Basic,2023-12-02,,199.0,India,0,792
277,Basic,2023-03-22,,799.0,India,0,1047
278,Premium,2023-12-08,,799.0,US,0,786
279,Basic,2023-03-18,,799.0,India,0,1051
280,Premium,2023-02-24,,199.0,India,0,1073
281,Basic,2023-10-18,,799.0,Germany,0,837
282,Unknown,2023-05-03,,199.0,Germany,0,1005
283,Standard,2023-03-11,,199.0,UK,0,1058
284,Basic,2023-08-05,,199.0,Germany,0,911
285,Premium,2023-12-30,,199.0,India,0,764
286,Basic,2023-11-09,,799.0,Germany,0,815
287,Standard,2023-04-07,,399.0,Australia,0,1031
288,Standard,2023-04-05,,199.0,Unknown,0,1033
289,Basic,2023-08-08,,199.0,Unknown,0,908
290,Basic,2023-12-24,,399.0,Unknown,0,770
291,Basic,2023-02-15,2024-01-02,199.0,Unknown,1,321
292,Basic,2023-04-15,2023-07-03,199.0,Australia,1,79
293,Basic,2023-02-11,2023-03-01,399.0,Australia,1,18
294,Basic,2023-04-25,2023-08-15,199.0,Australia,1,112
295,Premium,2023-03-26,2023-12-07,399.0,India,1,256
296,Basic,2023-06-27,,399.0,Unknown,0,950
297,Standard,2023-12-26,,399.0,India,0,768
298,Basic,2023-12-03,,399.0,Australia,0,791
299,Basic,2023-03-22,,199.0,Unknown,0,1047
300,Premium,2023-11-01,,799.0,Unknown,0,823
301,Premium,2023-06-04,,399.0,UK,0,973
302,Standard,2023-10-07,,799.0,Germany,0,848
303,Basic,2023-07-02,,199.0,US,0,945
304,Unknown,2023-11-29,,399.0,UK,0,795
305,Basic,2023-04-15,,399.0,UK,0,1023
306,Basic,2023-09-01,,199.0,Australia,0,884
307,Standard,2023-01-03,,399.0,Unknown,0,1125
308,Premium,2023-07-12,,399.0,UK,0,935
309,Premium,2023-08-15,2024-01-24,799.0,Unknown,1,162
310,Standard,2023-12-11,,199.0,Unknown,0,783
311,Basic,2023-02-28,2023-09-12,399.0,Unknown,1,196
312,Premium,2023-07-06,,799.0,Unknown,0,941
313,Premium,2023-02-11,,799.0,Unknown,0,1086
314,Premium,2023-06-18,,799.0,US,0,959
315,Standard,2023-03-05,,199.0,Australia,0,1064
316,Basic,2023-10-30,,199.0,US,0,825
317,Basic,2023-10-01,,199.0,Germany,0,854
318,Standard,2023-10-18,,199.0,Australia,0,837
319,Standard,2023-10-13,,199.0,Unknown,0,842
320,Premium,2023-03-10,,399.0,India,0,1059
321,Basic,2023-03-23,2023-03-29,399.0,Unknown,1,6
322,Standard,2023-02-09,,199.0,India,0,1088
323,Basic,2023-08-02,,399.0,India,0,914
324,Premium,2023-03-18,,399.0,Germany,0,1051
325,Basic,2023-01-12,2023-10-22,199.0,Unknown,1,283
326,Standard,2023-09-30,,399.0,Australia,0,855
327,Basic,2023-08-11,,199.0,Australia,0,905
328,Basic,2023-04-02,,199.0,India,0,1036
329,Premium,2023-07-27,,199.0,UK,0,920
330,Basic,2023-07-23,,199.0,India,0,924
331,Premium,2023-01-17,,399.0,Australia,0,1111
332,Standard,2023-05-14,,799.0,US,0,994
333,Basic,2023-06-23,,399.0,Germany,0,954
334,Premium,2023-08-09,,199.0,Unknown,0,907
335,Basic,2023-07-30,2023-12-31,199.0,Unknown,1,154
336,Premium,2023-04-01,,199.0,Australia,0,1037
337,Basic,2023-02-22,,199.0,India,0,1075
338,Standard,2023-08-09,,199.0,India,0,907
339,Basic,2023-12-27,,199.0,India,0,767
340,Basic,2023-12-27,,199.0,Unknown,0,767
341,Unknown,2023-03-14,,199.0,Germany,0,1055
342,Standard,2023-09-11,,399.0,UK,0,874
343,Standard,2023-06-16,,199.0,Germany,0,961
344,Standard,2023-02-28,2023-11-08,799.0,Germany,1,253
345,Basic,2023-01-12,,799.0,Germany,0,1116
346,Premium,2023-08-13,,199.0,UK,0,903
347,Premium,2023-11-11,,399.0,Unknown,0,813
348,Basic,2023-07-01,,799.0,Australia,0,946
349,Standard,2023-01-16,,399.0,Unknown,0,1112
350,Basic,2023-08-16,,399.0,Germany,0,900
351,Standard,2023-07-29,,799.0,Germany,0,918
352,Basic,2023-11-16,,199.0,Germany,0,808
353,Standard,2023-11-15,,399.0,Germany,0,809
354,Premium,2023-01-16,,399.0,Germany,0,1112
355,Standard,2023-10-22,,399.0,Germany,0,833
356,Basic,2023-07-23,,399.0,UK,0,924
357,Premium,2023-11-24,,799.0,India,0,800
358,Basic,2023-04-20,,399.0,US,0,1018
359,Premium,2023-05-05,2023-12-21,399.0,Australia,1,230
360,Standard,2023-12-02,,199.0,UK,0,792
361,Basic,2023-09-22,,799.0,Australia,0,863
362,Standard,2023-08-24,,199.0,Unknown,0,892
363,Premium,2023-02-18,,399.0,Unknown,0,1079
364,Standard,2023-06-20,,199.0,India,0,957
365,Unknown,2023-06-07,,399.0,Australia,0,970
366,Basic,2023-05-18,2023-10-15,199.0,Unknown,1,150
367,Basic,2023-11-21,,399.0,Germany,0,803
368,Basic,2023-01-22,,799.0,UK,0,1106
369,Standard,2023-04-07,,199.0,Unknown,0,1031
370,Basic,2023-12-27,,199.0,Australia,0,767
371,Basic,2023-07-13,,199.0,Unknown,0,934
372,Standard,2023-03-04,,199.0,US,0,1065
373,Basic,2023-10-28,,199.0,Australia,0,827
374,Basic,2023-09-27,,199.0,Australia,0,858
375,Standard,2023-02-08,,799.0,India,0,1089
376,Basic,2023-12-19,,199.0,UK,0,775
377,Basic,2023-11-07,,199.0,Unknown,0,817
378,Premium,2023-11-07,,799.0,Unknown,0,817
379,Basic,2023-07-23,,199.0,Australia,0,924
380,Standard,2023-11-26,,799.0,Australia,0,798
381,Standard,2023-12-03,,199.0,India,0,791
382,Basic,2023-01-07,,799.0,Australia,0,1121
383,Standard,2023-01-15,,199.0,UK,0,1113
384,Unknown,2023-07-29,,199.0,UK,0,918
385,Basic,2023-11-23,2024-01-11,399.0,US,1,49
386,Standard,2023-11-08,,199.0,UK,0,816
387,Premium,2023-01-15,,799.0,UK,0,1113
388,Basic,2023-12-10,,399.0,US,0,784
389,Unknown,2023-06-20,,799.0,India,0,957
390,Standard,2023-01-13,,199.0,Australia,0,1115
391,Standard,2023-04-10,,399.0,Unknown,0,1028
392,Standard,2023-01-24,,199.0,India,0,1104
393,Basic,2023-09-30,2024-01-15,199.0,US,1,107
394,Standard,2023-06-27,,199.0,UK,0,950
395,Basic,2023-11-13,,399.0,Unknown,0,811
396,Premium,2023-07-31,,799.0,US,0,916
397,Standard,2023-12-06,,399.0,US,0,788
398,Basic,2023-02-05,,199.0,UK,0,1092
399,Basic,2023-11-18,,399.0,UK,0,806
400,Premium,2023-11-24,,799.0,UK,0,800
401,Premium,2023-10-13,,199.0,Unknown,0,842
402,Standard,2023-09-30,2023-12-02,199.0,India,1,63
403,Basic,2023-04-05,,199.0,Unknown,0,1033
404,Basic,2023-02-18,,799.0,UK,0,1079
405,Unknown,2023-02-21,,199.0,Unknown,0,1076
406,Basic,2023-04-28,2023-06-29,199.0,US,1,62
407,Premium,2023-09-22,,199.0,UK,0,863
408,Premium,2023-01-28,,199.0,US,0,1100
409,Basic,2023-03-30,2024-03-25,199.0,UK,1,361
410,Basic,2023-10-16,,199.0,UK,0,839
411,Standard,2023-08-04,,799.0,India,0,912
412,Premium,2023-05-22,2024-02-22,199.0,Australia,1,276
413,Unknown,2023-10-12,,399.0,UK,0,843
414,Unknown,2023-09-16,,799.0,Unknown,0,869
415,Basic,2023-07-23,,199.0,UK,0,924
416,Basic,2023-06-15,,199.0,Germany,0,962
417,Standard,2023-11-13,,799.0,Unknown,0,811
418,Standard,2023-06-06,2023-09-09,799.0,US,1,95
419,Standard,2023-09-29,,799.0,Germany,0,856
420,Basic,2023-10-08,,399.0,US,0,847
421,Standard,2023-05-21,,399.0,Australia,0,987
422,Premium,2023-12-14,,199.0,US,0,780
423,Premium,2023-11-22,,199.0,UK,0,802
424,Premium,2023-01-10,,399.0,US,0,1118
425,Premium,2023-08-13,,199.0,Germany,0,903
426,Unknown,2023-05-27,,799.0,India,0,981
427,Basic,2023-03-17,,399.0,India,0,1052
428,Premium,2023-12-07,2024-03-14,399.0,UK,1,98
429,Basic,2023-05-20,2023-08-31,399.0,Unknown,1,103
430,Basic,2023-02-14,,399.0,UK,0,1083
431,Standard,2023-05-04,,399.0,UK,0,1004
432,Unknown,2023-12-01,,199.0,Unknown,0,793
433,Standard,2023-07-23,2024-02-07,399.0,US,1,199
434,Basic,2023-03-16,,399.0,UK,0,1053
435,Basic,2023-10-01,,399.0,Germany,0,854
436,Premium,2023-01-07,2023-05-23,799.0,India,1,136
437,Premium,2023-04-26,2023-10-27,399.0,UK,1,184
438,Basic,2023-07-06,2023-10-12,399.0,India,1,98
439,Basic,2023-03-19,2024-03-13,799.0,Unknown,1,360
440,Basic,2023-03-10,2024-02-23,399.0,India,1,350
441,Basic,2023-07-13,,799.0,Unknown,0,934
442,Standard,2023-03-15,,199.0,India,0,1054
443,Basic,2023-02-01,,199.0,UK,0,1096
444,Standard,2023-03-20,,199.0,UK,0,1049
445,Premium,2023-11-14,,399.0,UK,0,810
446,Premium,2023-03-27,2023-05-22,399.0,Australia,1,56
447,Basic,2023-07-21,,399.0,Unknown,0,926
448,Basic,2023-01-21,2024-01-13,399.0,UK,1,357
449,Basic,2023-01-21,,799.0,UK,0,1107
450,Standard,2023-01-05,,199.0,UK,0,1123
451,Basic,2023-09-09,,199.0,India,0,876
452,Basic,2023-08-01,,199.0,Germany,0,915
453,Basic,2023-08-19,,399.0,UK,0,897
454,Basic,2023-11-26,,399.0,Unknown,0,798
455,Premium,2023-09-05,,199.0,Germany,0,880
456,Standard,2023-04-09,,399.0,Unknown,0,1029
457,Basic,2023-04-22,,199.0,Germany,0,1016
458,Standard,2023-05-04,,399.0,US,0,1004
459,Standard,2023-08-05,,399.0,Germany,0,911
460,Standard,2023-06-09,,399.0,UK,0,968
461,Basic,2023-02-16,,799.0,India,0,1081
462,Standard,2023-12-21,,399.0,Unknown,0,773
463,Unknown,2023-01-26,,199.0,Australia,0,1102
464,Premium,2023-04-06,,399.0,Australia,0,1032
465,Premium,2023-03-03,,199.0,US,0,1066
466,Basic,2023-10-16,,399.0,US,0,839
467,Standard,2023-09-21,,199.0,India,0,864
468,Basic,2023-10-01,,199.0,Australia,0,854
469,Basic,2023-09-08,,799.0,India,0,877
470,Basic,2023-07-11,,399.0,India,0,936
471,Basic,2023-03-02,,799.0,US,0,1067
472,Basic,2023-11-13,,399.0,US,0,811
473,Premium,2023-10-19,,399.0,Germany,0,836
474,Standard,2023-04-30,2023-06-29,399.0,US,1,60
475,Standard,2023-10-14,,799.0,US,0,841
476,Basic,2023-04-30,,799.0,Australia,0,1008
477,Basic,2023-06-13,,199.0,Unknown,0,964
478,Basic,2023-05-07,,799.0,India,0,1001
479,Basic,2023-11-29,,199.0,Unknown,0,795
480,Basic,2023-12-27,2024-01-25,199.0,Germany,1,29
481,Unknown,2023-01-01,,399.0,US,0,1127
482,Premium,2023-02-25,,199.0,US,0,1072
483,Basic,2023-07-21,,199.0,US,0,926
484,Basic,2023-05-04,,199.0,India,0,1004
485,Unknown,2023-07-08,,199.0,UK,0,939
486,Standard,2023-02-04,2023-08-22,399.0,UK,1,199
487,Basic,2023-12-19,,399.0,US,0,775
488,Standard,2023-03-24,2024-03-22,199.0,Australia,1,364
489,Basic,2023-10-12,,799.0,Unknown,0,843
490,Standard,2023-05-17,,399.0,UK,0,991
491,Standard,2023-11-25,,399.0,Unknown,0,799
492,Standard,2023-09-18,,399.0,Germany,0,867
493,Premium,2023-01-20,,199.0,India,0,1108
494,Basic,2023-09-16,,399.0,Unknown,0,869
495,Standard,2023-05-07,,199.0,India,0,1001
496,Unknown,2023-02-26,,799.0,Unknown,0,1071
497,Basic,2023-05-13,2023-11-28,199.0,Australia,1,199
498,Standard,2023-01-13,,199.0,US,0,1115
499,Standard,2023-06-17,,199.0,Germany,0,960
500,Basic,2023-09-23,,199.0,Unknown,0,862
501,Unknown,2023-07-03,,399.0,UK,0,944
502,Standard,2023-11-09,,199.0,Germany,0,815
503,Standard,2023-04-01,,199.0,Unknown,0,1037
504,Premium,2023-06-16,2023-11-13,199.0,India,1,150
505,Basic,2023-05-03,,399.0,Unknown,0,1005
506,Premium,2023-03-28,2023-08-09,199.0,Germany,1,134
507,Basic,2023-03-31,,799.0,Australia,0,1038
508,Basic,2023-12-31,,799.0,Australia,0,763
509,Standard,2023-01-08,,199.0,India,0,1120
510,Standard,2023-02-08,,199.0,Germany,0,1089
511,Basic,2023-12-09,,399.0,Germany,0,785
512,Basic,2023-04-02,2024-01-10,199.0,India,1,283
513,Basic,2023-09-29,,399.0,US,0,856
514,Unknown,2023-04-21,,199.0,US,0,1017
515,Premium,2023-01-26,,399.0,UK,0,1102
516,Standard,2023-10-08,,799.0,Unknown,0,847
517,Premium,2023-02-07,2023-07-27,799.0,Germany,1,170
518,Premium,2023-03-25,2023-08-16,799.0,Unknown,1,144
