date,channel,spend,revenue,campaign_id
2023-05-05,Meta,2054.6294402984126,4536.275344414131,1073
2023-05-06,Email,11338.11962562047,93378.24965912299,1017
2023-05-07,Email,28588.027211165656,32226.543728469624,1075
2023-05-08,Google,12128.362655855239,27138.809496971564,1178
2023-05-09,Meta,1629.4888652854233,4846.118674424472,1150
2023-05-10,Email,533.5285021336614,,1107
2023-05-11,Email,5456.528845812358,21706.088051287585,1152
2023-05-12,Affiliate,17022.972026427105,5816.503732855405,1059
2023-05-13,Email,5414.5498629328595,15216.869413654545,1036
2023-05-14,Meta,9872.846241997315,33641.112316203216,1195
2023-05-15,Google,6917.131862249814,12677.275896019895,1076
2023-05-16,Google,2323.2467188817313,33870.52120904553,1145
2023-05-17,Email,2365.917914656485,23384.898162449623,1125
2023-05-18,Email,18889.379720034,21010.898087409558,1028
2023-05-19,Email,12854.687219710186,10367.678485745746,1107
2023-05-20,Affiliate,8786.942594509883,16685.55236404431,1029
2023-05-21,Email,12081.488086817524,21522.609093052095,1118
2023-05-22,Email,10512.272621188287,3224.600016342578,1101
2023-05-23,Affiliate,10132.768120834182,33916.251516162294,1006
2023-05-24,Meta,4956.405399141773,45838.802568866304,1168
2023-05-25,Affiliate,5935.8299214190965,20953.073519936046,1073
2023-05-26,Google,4495.529877515743,21943.873575326917,1036
2023-05-27,Affiliate,4758.809255291883,33702.30551650401,1026
2023-05-28,Affiliate,6879.712583131363,19967.49749869912,1020
2023-05-29,Meta,9191.582252509153,32253.162988325257,1042
2023-05-30,Meta,21225.867222162935,31164.95929046455,1050
2023-05-31,Email,9116.210255611908,22426.528806683807,1092
2023-06-01,Affiliate,1286.0679226797222,10840.449169511747,1070
2023-06-02,Meta,6404.648412106305,31794.59590694134,1012
2023-06-03,Google,6041.3790552216915,9190.058173199504,1108
2023-06-04,Email,6084.873258397171,18249.229051567676,1180
2023-06-05,Affiliate,11918.210513968797,48463.47440654741,1190
2023-06-06,Google,4780.2829696760955,43623.287269503206,1113
2023-06-07,Meta,9723.816618998195,28717.626788851376,1184
2023-06-08,Email,2115.1849817973016,37701.99729433743,1152
2023-06-09,Google,12580.948498967546,36723.19473408106,1124
2023-06-10,Affiliate,14996.209930118792,12192.435008030841,1104
2023-06-11,Google,23058.634951936532,34130.637185438594,1140
2023-06-12,Email,3092.384198072109,8978.884536251302,1036
2023-06-13,Affiliate,3288.7046769886456,11726.039277448801,1157
2023-06-14,Affiliate,21965.763670196204,29951.921685093304,1139
2023-06-15,Google,12712.180835826734,,1192
2023-06-16,Email,9063.865635851456,35645.659729858126,1017
2023-06-17,Affiliate,10144.325850097113,5941.002554927882,1121
2023-06-18,Email,6490.044620364862,38578.24759527182,1084
2023-06-19,Meta,3079.9813689906596,17342.28990483274,1116
2023-06-20,Google,3497.599567957901,10800.118141555184,1117
2023-06-21,Email,6113.712580619965,30968.348428415455,1061
2023-06-22,Meta,8507.33487585383,34267.38700658663,1023
2023-06-23,Meta,10448.336716541662,29522.52792040344,1059
2023-06-24,Email,5017.573209312992,20910.039453872636,1144
2023-06-25,Email,7655.279124075683,61499.54996081486,1105
2023-06-26,Google,18828.619575623925,36733.734484821056,1059
2023-06-27,Google,4955.455941367385,41111.45927701279,1008
2023-06-28,Affiliate,27965.22982891096,17590.890600112405,1179
2023-06-29,Google,18082.324489159022,14311.664071445308,1142
2023-06-30,Email,12571.772589597698,18696.802204267413,1076
2023-07-01,Affiliate,3515.9018869315605,14886.56774430584,1155
2023-07-02,Meta,5840.735873631041,16438.87638664875,1080
2023-07-03,Meta,18006.125233077088,33179.5155821172,1125
2023-07-04,Email,21932.879133083592,8089.517310712212,1136
2023-07-05,Affiliate,5452.243645492731,30510.26092912717,1055
2023-07-06,Affiliate,13455.246490616151,41894.58629806365,1093
2023-07-07,Google,11908.991828447222,7704.475396580799,1126
2023-07-08,Meta,8142.121893410163,42443.75838813161,1035
2023-07-09,Meta,22618.587922191244,14475.402358152234,1127
2023-07-10,Google,7585.2362515380955,38692.89804413379,1183
2023-07-11,Meta,7489.49964237811,40653.302450778145,1198
2023-07-12,Google,861.1386813296123,21369.785447481725,1019
2023-07-13,Meta,17199.19260668592,19567.006861759273,1054
2023-07-14,Meta,7231.177110271753,21679.834457039597,1059
2023-07-15,Meta,6334.973910282053,16242.256405857632,1162
2023-07-16,Google,4050.8555132258357,38336.63076287518,1128
2023-07-17,Meta,41106.494213009755,12858.987139533372,1044
2023-07-18,Meta,23294.70700417586,19499.762204524704,1196
2023-07-19,Affiliate,13974.913066749832,23949.568507247553,1167
2023-07-20,Meta,8632.633673748487,18279.734506477987,1165
2023-07-21,Email,710.2324806860133,21623.14865944807,1023
2023-07-22,Meta,3566.3204753725836,20026.40246685119,1003
2023-07-23,Meta,9527.270363110021,23179.68179120102,1090
2023-07-24,Affiliate,2543.902696178454,22748.967656066896,1196
2023-07-25,Affiliate,11407.20373710906,40546.09590344273,1106
2023-07-26,Google,8916.304043673506,12248.95460603688,1012
2023-07-27,Google,9158.019122868227,12932.0407653349,1148
2023-07-28,Email,23067.79474003809,41656.002910152936,1100
2023-07-29,Affiliate,4965.8114476080855,17090.089776753197,1159
2023-07-30,Google,2437.3954376955317,1274.324385670249,1165
2023-07-31,Google,3373.9759314874686,5304.340330082247,1094
2023-08-01,Google,3262.7219439991236,19306.958225340204,1159
2023-08-02,Affiliate,33630.42726851771,13846.6429598725,1056
2023-08-03,Affiliate,5186.072740053738,23104.180888673473,1175
2023-08-04,Email,18859.27728580988,38384.14906129856,1157
2023-08-05,Affiliate,5869.73260631752,25874.947161255142,1070
2023-08-06,Affiliate,8436.029216704937,28978.136539001982,1165
2023-08-07,Affiliate,4535.178154429639,13670.96024697992,1171
2023-08-08,Email,16049.45276896534,47742.847886135285,1153
2023-08-09,Meta,1596.1181162552998,12740.986756672424,1099
2023-08-10,Meta,6391.164240530164,9676.235073771857,1106
2023-08-11,Google,18216.429510700582,13994.53978483296,1089
2023-08-12,Meta,3664.5104987336254,5377.909025853299,1107
2023-08-13,Meta,2829.324110139286,11221.671812446612,1129
2023-08-14,Email,9457.457037728373,22990.432198023085,1042
2023-08-15,Email,4088.1676078364785,6416.141419817828,1042
2023-08-16,Meta,16082.121028196567,32210.60991533149,1062
2023-08-17,Meta,8922.542102872276,33920.85074687712,1072
2023-08-18,Meta,22013.271251236554,15421.952535527516,1185
2023-08-19,Google,5970.419604645843,15515.932496892627,1116
2023-08-20,Email,11695.238251353709,41402.69872706129,1047
2023-08-21,Meta,7200.592638268916,21616.164206373487,1004
2023-08-22,Affiliate,3748.721294813871,18600.403265840036,1075
2023-08-23,Meta,15875.949632164231,21371.854486731412,1034
2023-08-24,Affiliate,5947.751129395972,12564.617848210411,1092
2023-08-25,Google,1867.7329878938895,20234.244170526385,1143
2023-08-26,Affiliate,9532.545175907293,22022.051894205575,1082
2023-08-27,Email,4798.574833318311,10146.265205396596,1176
2023-08-28,Google,2880.944921299835,15508.926827423411,1059
2023-08-29,Google,8479.949937534955,21741.70062640949,1106
2023-08-30,Meta,7509.282135672771,21107.03273031328,1116
2023-08-31,Google,5127.324345671334,34930.41554214883,1050
2023-09-01,Google,9104.338227883298,26963.572176491998,1126
2023-09-02,Affiliate,8180.90097318282,41927.58672696379,1090
2023-09-03,Meta,25499.218550008754,16754.640241087258,1081
2023-09-04,Email,17959.45844377623,20548.824391896298,1058
2023-09-05,Meta,12295.961206501048,33015.75410452826,1063
2023-09-06,Email,12057.491524886464,44372.49942714574,1104
2023-09-07,Affiliate,10407.72399431906,57409.96051090838,1140
2023-09-08,Google,7798.159815527488,32658.153983655175,1153
2023-09-09,Google,3456.0551791816056,24673.07138520904,1069
2023-09-10,Meta,3725.636520601239,14783.978735243865,1130
2023-09-11,Meta,6853.279991749221,22759.369503789985,1011
2023-09-12,Meta,15277.161112403006,9139.30574647657,1040
2023-09-13,Google,6370.769282263704,5524.6811271798415,1104
2023-09-14,Google,8143.211480471805,33224.05613456538,1064
2023-09-15,Affiliate,2354.7635043505597,22892.650197731804,1062
2023-09-16,Email,15587.824636962749,12405.248516343307,1177
2023-09-17,Meta,2657.3084669534974,18351.036204160282,1174
2023-09-18,Google,8967.125632716194,15003.454970516088,1007
2023-09-19,Email,5793.771168951914,22732.63147520091,1158
2023-09-20,Meta,6773.216664606653,31288.249628630358,1010
2023-09-21,Meta,15185.3858947887,27563.741418938578,1016
2023-09-22,Email,5471.3455037374215,11169.071159845147,1154
2023-09-23,Email,3660.3867388956983,32439.629175265814,1123
2023-09-24,Email,20424.621344644576,22534.09925846118,1094
2023-09-25,Google,2792.7575503134444,29092.07560629731,1154
2023-09-26,Affiliate,8068.5942186492875,10670.901248027412,1114
2023-09-27,Meta,6424.916711266584,22618.538264662096,1122
2023-09-28,Meta,6050.143643502562,19406.238276522243,1086
2023-09-29,Email,9774.208937884898,51256.71506058729,1055
2023-09-30,Google,6555.562015947505,30510.14517768794,1196
2023-10-01,Email,7325.17380215488,47532.91355526488,1093
2023-10-02,Google,6038.486488481525,11233.898612631549,1097
2023-10-03,Affiliate,6201.4613732761245,,1174
2023-10-04,Meta,13697.067077160293,25806.635864116535,1018
2023-10-05,Meta,20126.877378753357,59800.07788834957,1056
2023-10-06,Google,7267.047684182578,22406.58350593295,1158
2023-10-07,Affiliate,7119.566204805015,11487.845629500527,1015
2023-10-08,Affiliate,19133.046468900564,8675.105098468786,1044
2023-10-09,Meta,5495.202838411126,14426.833015991166,1154
2023-10-10,Meta,8632.986341315229,45401.1562423735,1188
2023-10-11,Email,8328.135846421617,7930.700613507974,1153
2023-10-12,Google,4045.5189649781964,31941.70140826941,1156
2023-10-13,Meta,6289.541466908537,27127.23691476524,1112
2023-10-14,Affiliate,1352.1334954969277,21442.14589340236,1120
2023-10-15,Affiliate,7965.997358813553,7358.463481684026,1102
2023-10-16,Meta,4581.429284807606,36343.61406891079,1126
2023-10-17,Affiliate,4805.509451217284,38153.2542249218,1043
2023-10-18,Google,15060.373092500868,14543.431023909612,1108
2023-10-19,Affiliate,16019.656729885904,15285.430795337497,1156
2023-10-20,Affiliate,5774.576096978896,3657.6930516829725,1108
2023-10-21,Meta,3395.863053551565,30734.72522385836,1109
2023-10-22,Google,13238.127795699913,19430.225899675315,1110
2023-10-23,Google,3934.376020736481,16876.46508797664,1129
2023-10-24,Email,6814.835111796025,24843.57725107074,1133
2023-10-25,Google,543.507267921223,19503.551642371367,1008
2023-10-26,Email,7819.637290681018,6592.826719626638,1014
2023-10-27,Meta,14014.145756656924,11819.225110682964,1057
2023-10-28,Affiliate,13917.138934138913,2797.6567337262927,1001
2023-10-29,Google,19815.984882412118,37171.04228364874,1130
2023-10-30,Email,3486.0700654994157,21778.103112325814,1179
2023-10-31,Google,1603.658616619356,9910.19619074248,1054
2023-11-01,Meta,2708.2373190238086,56896.406033239946,1052
2023-11-02,Email,2774.9370515830774,11206.03539503941,1093
2023-11-03,Email,12787.38563847455,18520.27640556237,1071
2023-11-04,Email,11844.092822120836,10898.879162561869,1039
2023-11-05,Meta,16302.014250193757,7479.513186119595,1038
2023-11-06,Email,3740.2827782538366,50320.17021315392,1170
2023-11-07,Affiliate,13486.198818944384,58882.186116151315,1140
2023-11-08,Meta,14770.983937341201,41124.90001152935,1103
2023-11-09,Affiliate,15490.514239310418,24249.66772324777,1104
2023-11-10,Affiliate,6909.083905362639,40735.91440324219,1164
2023-11-11,Meta,4588.7305415659075,39324.45501679506,1054
2023-11-12,Google,14861.531983808309,28689.92887792439,1159
2023-11-13,Affiliate,2043.574353493465,16862.888963920403,1141
2023-11-14,Meta,1627.9653621873179,14988.34439233494,1064
2023-11-15,Affiliate,10422.982051061614,33157.558696573404,1154
2023-11-16,Email,3503.8231858117,23389.4625236765,1023
2023-11-17,Affiliate,5970.141699846907,19284.893809950183,1114
2023-11-18,Affiliate,12741.449376492026,16483.461412308185,1112
2023-11-19,Affiliate,3557.69262437089,27454.857525584517,1021
2023-11-20,Email,5734.32247931812,2266.19380256554,1077
2023-11-21,Affiliate,12230.63939112006,,1044
2023-11-22,Meta,10388.519865987275,33403.13988436066,1135
2023-11-23,Affiliate,14801.557030886872,15879.095249946255,1194
2023-11-24,Meta,6145.598240281966,18112.715801404174,1063
2023-11-25,Affiliate,11563.145589568803,8541.835411035,1096
2023-11-26,Affiliate,3303.016427474741,21140.181449944554,1114
2023-11-27,Affiliate,15313.801763920295,18221.26813667014,1174
2023-11-28,Google,9658.676101042143,5906.027443025891,1020
2023-11-29,Google,28658.445005264413,27364.919662795903,1159
2023-11-30,Email,6141.828333905518,17585.33264689943,1104
2023-12-01,Meta,18298.049239756598,23474.685687081135,1044
2023-12-02,Email,14701.96532537133,33615.73963199449,1043
2023-12-03,Meta,17935.371448218386,24960.52674878263,1040
2023-12-04,Email,18207.917526090278,20764.15094685234,1095
2023-12-05,Email,9734.074791417921,21740.91378009865,1179
2023-12-06,Affiliate,4086.180979038689,22364.131070748612,1138
2023-12-07,Affiliate,3349.4848185469546,19751.153766348823,1100
2023-12-08,Affiliate,4109.662187202849,13077.096920837323,1114
2023-12-09,Affiliate,5554.446037437122,31944.884104732926,1017
2023-12-10,Affiliate,4539.056252075773,26883.49087053929,1138
2023-12-11,Email,2452.77894575138,37135.06090855144,1026
2023-12-12,Meta,11745.277875935619,36670.73112714847,1170
2023-12-13,Google,10998.027560816312,,1101
2023-12-14,Google,6022.956250162826,15904.969391146797,1192
2023-12-15,Meta,7238.636840984333,15658.912097819299,1181
2023-12-16,Google,8832.563411462928,23541.837649103065,1028
2023-12-17,Email,3990.594755523626,29126.954320141966,1148
2023-12-18,Meta,7489.617113534134,33157.1238843524,1028
2023-12-19,Meta,15720.322799185904,12693.126594034115,1136
2023-12-20,Google,2774.4360928350225,22941.423087792293,1188
2023-12-21,Google,15018.53505058688,,1189
2023-12-22,Email,23527.15198630405,36274.68971821567,1198
2023-12-23,Affiliate,15956.499780030384,23427.903562214553,1101
2023-12-24,Meta,4474.837731397906,17926.94033302815,1090
2023-12-25,Affiliate,12073.626092076636,27045.052059626534,1004
2023-12-26,Google,3988.6322833460486,37382.003044028235,1096
2023-12-27,Meta,8550.8453724423,54443.49194099679,1014
2023-12-28,Affiliate,19227.287233257404,33079.62279319594,1184
2023-12-29,Email,13911.693140322623,8446.822992925767,1004
2023-12-30,Email,1380.4645095241506,9501.68575890747,1147
2023-12-31,Email,5859.429415179408,48402.20838554931,1100
