trade_date,portfolio_return,benchmark_return,portfolio_value,month
2023-01-29,-0.00943344324254347,0.002920542389595479,12383243.423984341,2023-01
2023-01-30,0.001890762074818453,0.004521698255514866,12022175.820891665,2023-01
2023-01-31,0.007421504444107011,-0.011741239128263808,12446715.567732936,2023-01
2023-02-01,0.0,0.0014436200345146325,11865490.994710926,2023-02
2023-02-02,-0.009967271387315386,0.006882743426615953,12005016.45981304,2023-02
2023-02-03,0.0001715242934026902,0.010851611531126272,12056184.794771412,2023-02
2023-02-04,-0.0017830913180766769,0.008157210083936493,12132936.395819886,2023-02
2023-02-05,0.00421424059180354,0.016631595665643716,12002505.927206963,2023-02
2023-02-06,-0.0002909879572969699,0.022722425780617454,11507447.478841124,2023-02
2023-02-07,0.007267659419619429,-0.009808109535590475,12164562.27255007,2023-02
2023-02-08,0.005449937749077284,0.002782958956406902,12145898.997658791,2023-02
2023-02-09,-0.00720733363111359,-0.015355472347286379,12475835.004318893,2023-02
2023-02-10,-0.0011937262053735465,-0.006025299406063498,11834604.468391525,2023-02
2023-02-11,0.004377409004468048,-0.008662701724109127,12185363.201138921,2023-02
2023-02-12,-0.00995402498131853,0.004736223570790007,12485789.98061895,2023-02
2023-02-13,0.0,0.024965233217044594,12084533.13278711,2023-02
2023-02-14,-0.0035760685712248903,-0.014234523044346171,11710224.755481636,2023-02
2023-02-15,-0.004243002603632082,0.005671859778381349,11635871.117690373,2023-02
2023-02-16,-0.013394510990726475,-0.004540938406261634,11812270.44965741,2023-02
2023-02-17,-0.010349127083148753,0.00953727258972,12093249.648275867,2023-02
2023-02-18,0.020153410821776845,0.0074486628246679025,11646335.240060037,2023-02
2023-02-19,0.007049858686827357,-0.0087492313705389,12196280.802376853,2023-02
2023-02-20,0.0018077395914855954,-0.008068607470904656,11649384.156316245,2023-02
2023-02-21,0.018227926838290057,-0.017895206943904667,12143638.14425178,2023-02
2023-02-22,0.018690097374344735,-0.011085966157637791,12231695.739132918,2023-02
2023-02-23,-0.0009295493866886559,0.005165316095632595,11765378.808896935,2023-02
2023-02-24,0.025519987537182914,0.010541049077335734,12440205.573612105,2023-02
2023-02-25,-0.009835804060907312,0.0046890452335766955,11881796.055492306,2023-02
2023-02-26,-0.02081986956927609,-0.007951394759500423,11284087.230061121,2023-02
2023-02-27,0.0,0.003302966002844733,11973573.338606576,2023-02
2023-02-28,0.009246827788512746,-0.015079236482286575,12122938.165213091,2023-02
2023-03-01,0.005649270707509332,-0.01051278831769214,11851679.541637365,2023-03
2023-03-02,0.0271408059993679,0.006703954708145473,12184291.30794625,2023-03
2023-03-03,0.021855991222726696,0.0055244867102036185,12423791.660935812,2023-03
2023-03-04,0.002944280083580623,-0.00017634279579721872,12090067.572918082,2023-03
2023-03-05,-0.007567935791827242,0.0009356538450567759,12148111.07019363,2023-03
2023-03-06,-0.01144357182936533,-0.0077862401296600915,12312249.603320295,2023-03
2023-03-07,0.0,0.014726551835860425,12012374.379100187,2023-03
2023-03-08,-0.008162049329802799,0.0119037801945348,12244940.918200377,2023-03
2023-03-09,0.002781877454071417,-0.009345931428681559,11952749.982956683,2023-03
2023-03-10,-0.00166358804811658,0.010900029688618319,11670050.946284126,2023-03
2023-03-11,0.007633344480297708,-0.025872683232024796,12089462.981938608,2023-03
2023-03-12,0.026356966425365325,0.008668482110844875,11800790.10685443,2023-03
2023-03-13,0.004402956740191326,0.013129405702253367,11963647.728516866,2023-03
2023-03-14,0.022130744800015038,-0.0014094018097465708,11985186.190490294,2023-03
2023-03-15,-0.001536588899152812,0.003567457264853065,12078070.330641165,2023-03
2023-03-16,-0.012867200047765719,-0.01051787259211011,11361185.16670767,2023-03
2023-03-17,0.012489854443036035,-0.004119959732471068,11986660.663177265,2023-03
2023-03-18,-0.03125249325418011,0.017522739888494135,11674438.420874907,2023-03
2023-03-19,0.007997151209093856,0.011362685905878519,11699011.07503346,2023-03
2023-03-20,-0.006006100571882418,0.00906392448817061,12342379.12449963,2023-03
2023-03-21,-0.004050560343163102,-0.003586286549831638,11646330.928817125,2023-03
2023-03-22,-0.01154240681561743,-0.006742952886149399,12393179.776623059,2023-03
2023-03-23,0.0007651781982663709,0.005925640008187813,11776666.370094502,2023-03
2023-03-24,-0.009278558310147003,-0.009084452373880685,12270008.58047293,2023-03
2023-03-25,-0.010261110488062072,-0.005149194767498132,12184528.417422175,2023-03
2023-03-26,0.0010343797832380712,0.0023963667244022036,11845678.28337663,2023-03
2023-03-27,0.01239501485624856,0.021894274310911576,12284093.375387989,2023-03
2023-03-28,0.00484467822317219,-0.012519620560054411,11140271.993379023,2023-03
2023-03-29,0.005650257483990238,0.0036505995176986683,12056945.101704348,2023-03
2023-03-30,-0.013717875537192363,-0.007805742257269573,11945317.379415395,2023-03
2023-03-31,0.005173293409162547,0.008216590088546841,12214541.45184002,2023-03
2023-04-01,-0.0015459729719085942,0.008429675324624589,11845809.759269124,2023-04
2023-04-02,0.004661677439147423,-0.008603018050487835,12099516.45603492,2023-04
2023-04-03,-0.0009749563007261988,0.018434669770578414,11915803.141828319,2023-04
2023-04-04,-0.011185710794299539,-0.011474244844509679,12188113.095391836,2023-04
2023-04-05,0.0024642745708308494,-0.011492059096432115,12243407.027647201,2023-04
2023-04-06,-0.01624620707280137,-0.004269568320807313,11596280.834924422,2023-04
2023-04-07,0.008881744793957938,0.011703942675032459,12554105.115019726,2023-04
2023-04-08,0.019823306539412718,0.001692699333889448,11978268.894155791,2023-04
2023-04-09,0.0,0.009877144391575558,12644226.343852162,2023-04
2023-04-10,-0.018036015710920804,0.009838923718278603,11828343.152341152,2023-04
2023-04-11,-0.007953480551591757,-0.012319807328111033,12015446.479117714,2023-04
2023-04-12,0.003193173446038148,-0.012796374114688626,12428870.359281832,2023-04
2023-04-13,-0.003753526296322472,0.006532787433383075,11907031.673265599,2023-04
2023-04-14,-0.001015598697305372,-0.0009360597798468612,12307340.207749965,2023-04
2023-04-15,0.004242041675332509,0.006069808194587199,11926279.790094333,2023-04
2023-04-16,-0.012289581634735949,0.00951565940882286,12039478.021951407,2023-04
2023-04-17,0.004343400054883228,0.008488159109920745,11970693.59323159,2023-04
2023-04-18,0.006668161817407111,0.007891224780329968,12068362.947279979,2023-04
2023-04-19,0.008955661511533416,0.0034804150022193117,12599441.687888533,2023-04
2023-04-20,-0.01230294823688419,0.00026796735858739115,11805845.812839385,2023-04
2023-04-21,0.003966361277339696,0.019246472508773742,12088873.50627809,2023-04
2023-04-22,0.0015630912008045817,0.005873093449463714,11905962.591530362,2023-04
2023-04-23,0.009261510122756035,0.011094084590718922,12020159.424519345,2023-04
2023-04-24,-0.018289161419129958,0.017423301695250547,12005985.615023205,2023-04
2023-04-25,-0.010722481063784976,0.005265688886042808,12038308.716976043,2023-04
2023-04-26,-0.00956066512447802,0.005006731103950596,12164039.064719064,2023-04
2023-04-27,0.007304467990597645,-0.003557042128421793,12665450.832922367,2023-04
2023-04-28,-0.010572209236692727,-0.01329129512748204,11571106.65180351,2023-04
2023-04-29,-0.01990639873214523,-0.0007261414994731947,11946115.237463051,2023-04
2023-04-30,-0.010345250770937174,0.002698388933211114,12149154.354972579,2023-04
2023-05-01,0.00706857113352599,-0.0101593170160884,12395403.696664622,2023-05
2023-05-02,0.021745563282517814,0.013819466301900535,11613879.610013572,2023-05
2023-05-03,0.015415816356497351,0.008813821667322,12660946.926715517,2023-05
2023-05-04,0.008054579023348135,0.009219827173722604,12210325.397805097,2023-05
2023-05-05,-0.01547243358029317,-0.0028234316353555364,12636329.759125717,2023-05
2023-05-06,0.0034476829413477164,0.015649999619933776,12273200.904433547,2023-05
2023-05-07,0.0007983583884936607,0.024257269387186153,12031810.148011753,2023-05
2023-05-08,0.0076464468697344185,-0.010742827217750014,11825329.28727073,2023-05
2023-05-09,-0.0011283107193901778,0.01903178169246306,12098544.600053411,2023-05
2023-05-10,0.005170392442566658,0.005087114032224084,12089702.800975388,2023-05
2023-05-11,-0.011720418135237436,0.008679321752740688,11572630.97023951,2023-05
2023-05-12,-0.002013323812543175,-0.014089298827310023,12038561.574409464,2023-05
2023-05-13,-0.005949850761085523,0.00893575373336551,11911683.400767347,2023-05
2023-05-14,0.014962616675219788,-0.00011639343318798636,12129255.392887002,2023-05
2023-05-15,-0.02336940253255103,-0.0008548525684937202,11659135.564584428,2023-05
2023-05-16,-0.016686106146699874,-0.0023246605116979775,11732689.539811574,2023-05
2023-05-17,0.0031910132091156297,-0.0017916136969982305,11859366.571194766,2023-05
2023-05-18,-0.004510975493520381,-0.002195270338332135,12092012.490566973,2023-05
2023-05-19,0.02036269487142518,0.0010474406173584107,11788836.63256836,2023-05
2023-05-20,0.004337164113796326,0.010916550763517283,11427915.536600623,2023-05
2023-05-21,0.0003021570768073403,-0.004338302596210143,11597702.289082834,2023-05
2023-05-22,-0.007660860445791402,0.023380489523965355,12270419.816890858,2023-05
2023-05-23,0.003620702781209825,-0.005920831498283211,12204329.51814482,2023-05
2023-05-24,0.008313025464397073,0.0011046360167923219,11934472.40974476,2023-05
2023-05-25,-0.0024101378856710466,0.0034725990840339164,12167734.786830826,2023-05
2023-05-26,0.0003580793050781691,-0.0021460779448145197,11744121.65679378,2023-05
2023-05-27,0.0030562325291063246,-0.004336789228627515,11864252.620151596,2023-05
2023-05-28,-0.030225058200198864,-0.028584302905300986,11892751.709100762,2023-05
2023-05-29,-0.02393357463292472,0.014131296184417172,12350001.409319926,2023-05
2023-05-30,0.00765401367200582,-0.01001637388940804,12018714.295737779,2023-05
2023-05-31,0.007989710645056264,-0.009851608771186616,11688191.085143657,2023-05
2023-06-01,0.0036031603684040956,-0.01779017725848907,11927605.382673169,2023-06
2023-06-02,0.0019267273947093007,-0.00026566082985839004,11817765.841394924,2023-06
2023-06-03,0.005969590353987718,-0.009803179299186539,12286450.290566646,2023-06
2023-06-04,-0.007125117531819462,-0.0027614717768465083,12164937.169655757,2023-06
2023-06-05,-0.005881551664687117,0.012350304781279213,12119511.007718122,2023-06
2023-06-06,0.006046137818330104,0.013863298820557618,11808924.765594115,2023-06
2023-06-07,-0.011575611517648257,0.00957301173989727,12255334.421093421,2023-06
2023-06-08,0.0010163180512017223,0.002589819813105404,12176091.393667335,2023-06
2023-06-09,0.0,0.006148929269515444,11518671.060940376,2023-06
2023-06-10,-0.008052190612926112,-0.0011851624396748486,11963089.179629114,2023-06
2023-06-11,0.01586783719849953,0.004040435591832521,12095264.230245672,2023-06
2023-06-12,0.006675450438165475,-0.0006796415139038598,12048218.740213579,2023-06
2023-06-13,0.0020193498177462537,-0.012699950477126009,12056821.52222524,2023-06
2023-06-14,-0.006936521017069722,0.017032339079340278,12103101.132241733,2023-06
2023-06-15,0.013543562713026935,-0.006582836814518279,12268084.733004943,2023-06
2023-06-16,-0.005778474967159037,-0.010853989570400405,12256650.835801138,2023-06
2023-06-17,0.01883548948448353,-0.0008721249394939408,12037463.64591725,2023-06
2023-06-18,0.020906480488155216,0.01480466355391755,11704736.172670254,2023-06
2023-06-19,-0.0013802303237516265,0.0015887384769944432,11334138.187346613,2023-06
2023-06-20,0.013477158203852651,-0.007332397398389399,11682977.473637125,2023-06
2023-06-21,0.027497918972248753,-0.0025195212225440607,11901272.980343634,2023-06
2023-06-22,0.008884283376947678,0.01785928583506518,12110031.949477712,2023-06
2023-06-23,0.002155170233053356,-0.012960164308692968,12591337.023733143,2023-06
2023-06-24,0.012606429013654998,-0.01013852163865589,12218863.352930678,2023-06
2023-06-25,0.0006043995606052194,-0.016783242504533995,11607208.752116248,2023-06
2023-06-26,0.0072419699837092035,0.0032002018922558544,12165023.035385437,2023-06
2023-06-27,-0.010268660361121366,-0.003769259277958829,11797881.284565425,2023-06
2023-06-28,-0.0025854966469378363,0.004154073101143009,11713586.810232526,2023-06
2023-06-29,0.0064434990495297224,0.005339646497238717,11873382.43173606,2023-06
2023-06-30,0.00360909674670103,-0.003077690308935622,12267613.858144993,2023-06
2023-07-01,0.0007155071174289082,0.008598560531784132,11928295.750928044,2023-07
2023-07-02,-0.007278128322421182,3.612935680778512e-05,12204051.941612097,2023-07
2023-07-03,-0.006738232149211193,-0.0005442695197359092,11968168.569723435,2023-07
2023-07-04,0.006429993721386948,0.009106570801866007,11844865.758743454,2023-07
2023-07-05,0.0014763932004470792,0.004127760488185273,12011205.469507828,2023-07
2023-07-06,0.007607968971934306,-0.01783741722283546,12516024.555991953,2023-07
2023-07-07,-0.0013734489162883707,-0.02526281139400564,11983401.249608306,2023-07
2023-07-08,-0.003028564205683003,0.012604047743020456,12327600.119283933,2023-07
2023-07-09,-0.006967537398696164,-0.005588354947839442,12410185.577923328,2023-07
2023-07-10,0.011129192903956711,-0.006271948560441777,12439190.935000114,2023-07
2023-07-11,-0.0027718932536256718,0.004957876296107424,12071526.472406838,2023-07
2023-07-12,-0.007184683577090933,0.012475833812501535,12276845.643060528,2023-07
2023-07-13,0.01379683883985631,-0.0025479960139219095,12113114.079200702,2023-07
2023-07-14,-0.005683200541920604,0.008552469988101108,11616443.243609285,2023-07
2023-07-15,0.00923680641427747,-0.012580557344482256,11825536.124420326,2023-07
2023-07-16,0.01515060816122012,-0.0160209754702818,11873611.88276539,2023-07
2023-07-17,0.016581384593193,-0.02223168547551365,12543258.493966833,2023-07
2023-07-18,-0.017991482643347833,0.004949283267711451,11683590.665721308,2023-07
2023-07-19,-0.004191607066227674,-0.0048055525314606015,11702836.87606374,2023-07
2023-07-20,0.0047839640791897415,-0.0003484340006512074,12176081.51160472,2023-07
2023-07-21,0.0,0.012119231994217185,12168297.54909179,2023-07
2023-07-22,-0.00494496932657431,-0.015378419133348621,11994325.883357294,2023-07
2023-07-23,0.019119015375706594,0.024994022670538976,11659267.680023571,2023-07
2023-07-24,-0.007384790885775714,0.0009760394494021643,11068338.168134503,2023-07
2023-07-25,-0.016365762086259235,-0.020808465281714896,12463405.818169521,2023-07
2023-07-26,-0.004929826541978256,0.01172136036761178,11874850.983780628,2023-07
2023-07-27,-0.010554490153602346,0.0205202584438982,12106913.305965131,2023-07
2023-07-28,-0.0020347809666022643,-0.0006616941154167628,11814991.814888127,2023-07
2023-07-29,-0.005863900253075101,-0.006726052197029921,11687013.818524333,2023-07
2023-07-30,-0.006932523861626197,0.011697281010585012,11832748.888817,2023-07
2023-07-31,-0.017749424960179862,0.009670016871650425,12374248.107222706,2023-07
2023-08-01,0.023658648531085687,-0.02221329416190506,12224598.49871181,2023-08
2023-08-02,-0.002042362792596392,-0.0008585295897517794,12721058.67885325,2023-08
2023-08-03,-0.011374218083802339,0.002478078580148265,11742366.365574833,2023-08
2023-08-04,-0.006622698022950406,-0.014963045438684291,11876604.234866371,2023-08
2023-08-05,-0.010639097076793171,-0.0028283083973112545,11987419.489357557,2023-08
2023-08-06,0.0,-0.009569175301036813,12281241.090336895,2023-08
2023-08-07,-0.006913086464384445,-0.0006542274094688678,12395176.50453052,2023-08
2023-08-08,-0.012339469336828507,0.010247264331490978,11705885.116520846,2023-08
2023-08-09,0.006387175416672934,0.014978200428562589,11979615.077859635,2023-08
2023-08-10,-0.0010966903669648242,-0.0013899417841197557,11763153.830395527,2023-08
2023-08-11,0.024436525917762717,-0.0002506041769580516,11729662.450105576,2023-08
2023-08-12,-0.016287332619664842,-0.008098343302772388,12240502.24682922,2023-08
2023-08-13,-0.02536779314227584,-0.002546419863383315,11984604.914761115,2023-08
2023-08-14,0.005506195871668386,0.016737497713463906,12131755.561260441,2023-08
2023-08-15,-0.0041829814795914045,-0.0004093050874194433,12332998.988697298,2023-08
2023-08-16,0.013379132228171482,-0.013139734356750107,12225597.439656777,2023-08
2023-08-17,-0.0033629743112302537,-0.006073788582876724,12601173.103781788,2023-08
2023-08-18,0.010661791593162674,-0.0016026433492272378,12320328.974543717,2023-08
2023-08-19,-0.010544084899653146,0.005161966499858126,12046206.955409857,2023-08
2023-08-20,0.008332690687648412,-0.0098709515941145,11848678.846674515,2023-08
2023-08-21,-0.014491395315192137,0.010405420562851323,12062054.978910938,2023-08
2023-08-22,-0.026118832152837203,0.00487596374911165,12252900.210213091,2023-08
2023-08-23,-0.011765598131482953,-0.003884283979661937,12081622.95182671,2023-08
2023-08-24,-0.009612547325903196,0.004205154842308784,11700963.04420076,2023-08
2023-08-25,0.014975582404586811,0.015609916806269667,11899702.602510696,2023-08
2023-08-26,-0.0022262027508338326,-0.009594429566183713,11730104.893897653,2023-08
2023-08-27,0.006808679727977236,-0.002021855603479446,12599133.731104434,2023-08
2023-08-28,0.006999416583927611,0.0061508821831720035,12287558.602561485,2023-08
2023-08-29,-0.02212719708067235,0.0014116850592741754,11647189.148291545,2023-08
2023-08-30,0.009228526571837847,-0.010320029149580797,11957772.764123872,2023-08
2023-08-31,-0.004257516588113857,-0.0038204316427004727,12224494.567432487,2023-08
2023-09-01,0.005792871224643411,0.012765492301362277,12114208.129289845,2023-09
2023-09-02,0.004239130720817928,0.002164157596488512,11925432.701309822,2023-09
2023-09-03,-0.004246561176436081,-0.004312583424822782,11235436.490457643,2023-09
2023-09-04,0.007184348642773246,-0.004949900233300283,12405012.756469572,2023-09
2023-09-05,-0.011929415049640867,-0.0069891853541007975,11740735.829969624,2023-09
2023-09-06,-0.015053541309801704,-0.009390518654001624,12339641.992594969,2023-09
2023-09-07,0.011246263105141032,0.014269635192707847,12301653.696487445,2023-09
2023-09-08,-0.0069151142119965505,-0.0022729571313460472,11878198.770846525,2023-09
2023-09-09,-0.0005691350431045884,0.01057595655337485,11938542.2940981,2023-09
2023-09-10,0.0053934100954849415,-0.0009563752581006308,12045691.594144043,2023-09
2023-09-11,0.011362009258911367,0.005974005901077294,11916393.059765896,2023-09
2023-09-12,-0.007656229456763423,0.002697473635660726,11971366.027000885,2023-09
2023-09-13,-0.007070313413919694,0.009205920878743638,11928726.600910453,2023-09
2023-09-14,0.013249189178822956,0.017305099748822564,12528525.686682316,2023-09
2023-09-15,-0.004114118791876272,0.0018450518710277238,12279498.71207613,2023-09
2023-09-16,0.006233268248943171,-0.013307809158122652,11660833.797096288,2023-09
2023-09-17,0.003945197435090937,0.006586386208092368,11655811.931288894,2023-09
2023-09-18,-0.0008909049187135715,0.01888506252138262,12119952.710389417,2023-09
2023-09-19,0.003714590511188223,0.006826101643284124,12221557.96830116,2023-09
2023-09-20,0.0014581194473725864,-0.0007604043161915959,11952704.23154984,2023-09
2023-09-21,-0.0032701006780141246,0.002310866967660302,11316549.152589401,2023-09
2023-09-22,0.021115429492707012,-0.016851886843946014,12463069.144995207,2023-09
2023-09-23,0.011380353680887446,-0.007861038908723103,11586763.316491667,2023-09
2023-09-24,-0.005277284165723572,0.0060486648254665905,12012430.33275779,2023-09
2023-09-25,-0.004104758737671499,0.015518103670387553,11820464.2213284,2023-09
2023-09-26,-0.01262030230459754,0.018296156115674245,11798609.76615573,2023-09
2023-09-27,0.00017320354099858483,-0.0010097732807940584,11651816.700351022,2023-09
2023-09-28,-0.008917071975636091,-0.004889395302546563,11713893.792953037,2023-09
2023-09-29,0.0012657822586533865,-0.0083669277711415,12235342.564538995,2023-09
2023-09-30,-0.007593370928632067,-0.008818940825470781,12564980.05174836,2023-09
2023-10-01,-0.012760406675254207,-0.005764567643605641,12032162.612047335,2023-10
2023-10-02,-0.00833967550854305,-0.012447538240323429,12107114.556979544,2023-10
2023-10-03,0.0019152264812335718,0.012344966417198105,12179578.66606781,2023-10
2023-10-04,0.006247827875194595,-0.018231969389197508,12249541.88639073,2023-10
2023-10-05,0.0036340300252213787,0.015166718095728473,11852417.831012817,2023-10
2023-10-06,-0.0002609611436108,0.010559421616677032,12272960.31969859,2023-10
2023-10-07,0.007913199464034038,-0.005114722901363652,11939383.965582455,2023-10
2023-10-08,0.004272103759952399,0.0033673618277129456,11873466.983735166,2023-10
2023-10-09,0.024533029572076405,-0.0031876572604495283,11096741.277793268,2023-10
2023-10-10,0.0,0.015325412118407425,11978315.5712399,2023-10
2023-10-11,0.0005196709239303262,0.009180197652243084,11544638.103072459,2023-10
2023-10-12,0.006088356333911572,0.008799145713810056,12121001.408561382,2023-10
2023-10-13,0.0010727426020177057,-0.009215913231076343,12098074.281524202,2023-10
2023-10-14,0.003504059800466453,0.010229139687134762,11626080.83358504,2023-10
2023-10-15,0.0,-0.004974127892596678,11993553.874800278,2023-10
2023-10-16,-0.014066611873264611,0.009017084642665697,11894680.391427502,2023-10
2023-10-17,0.015180272520710532,0.01688827664878189,11850543.939898834,2023-10
2023-10-18,-0.016334752338895656,-0.0021363714506417806,12164104.865922367,2023-10
2023-10-19,-0.009450777609918335,-0.009278180127967097,12106200.511592196,2023-10
2023-10-20,0.008950571667028178,-0.0017026370342160912,11823836.282524984,2023-10
2023-10-21,0.014478990951515652,0.017627670927761508,11485142.784078646,2023-10
2023-10-22,0.0016207501249340705,-0.011026973360033481,12187307.792732827,2023-10
2023-10-23,-0.005171383389577912,0.00038468553506224013,11593089.541699696,2023-10
2023-10-24,-0.0007135365162518436,-0.0015197862623275993,11812397.299738344,2023-10
2023-10-25,0.0006657986986020831,0.014470886331341434,11979211.401583133,2023-10
2023-10-26,-0.0026596844981960598,-0.00826657759686588,12190554.717180084,2023-10
2023-10-27,-0.010167743834560261,-0.004562400851957804,12122760.819059322,2023-10
2023-10-28,-0.0005939062312560887,-0.006627171025756256,11873100.869819114,2023-10
2023-10-29,-0.0061094336932390175,0.0024518068549632395,12146514.117202317,2023-10
2023-10-30,0.0,-0.009154139833240838,12058360.07213839,2023-10
2023-10-31,-7.902219233153437e-05,-0.005792160280553857,12530301.046345286,2023-10
2023-11-01,-0.006725827932560764,-0.012065231084615633,12054202.535169488,2023-11
2023-11-02,0.016033407828972782,0.004486164364323243,11933114.796079544,2023-11
2023-11-03,0.0,-0.0003511195235005515,11586385.387314,2023-11
2023-11-04,-0.010434610716291147,0.0034007075857869977,11928849.047173398,2023-11
2023-11-05,0.01604249171167173,-0.01727209989324114,11669341.953574123,2023-11
2023-11-06,0.0035944443993793053,0.010250557077308825,11431952.708830765,2023-11
2023-11-07,0.002054624826317798,0.0012815837854424246,11740607.560503049,2023-11
2023-11-08,-0.008345951803584769,0.015917862073176383,12277795.70469384,2023-11
2023-11-09,-0.018024870433438006,0.017169499081918376,12291687.037668986,2023-11
2023-11-10,-0.006083165655402315,-0.006083910995882355,11971012.700823128,2023-11
2023-11-11,-0.03134722473827621,0.0013717833215218442,11681226.55602345,2023-11
2023-11-12,0.014824510161513784,-0.00526392023049523,11830683.823500339,2023-11
2023-11-13,0.0021952370468529894,0.0005170928512264859,11536555.265039934,2023-11
2023-11-14,-0.015104805109660615,0.0048179807513244475,12148148.140024902,2023-11
2023-11-15,-0.01006262035181191,-0.0008926189034600872,12196502.617750665,2023-11
2023-11-16,0.009577494768489873,-0.0028543598812455877,11836001.359295476,2023-11
2023-11-17,-0.004689795935967087,0.01603937687231565,11901935.126083044,2023-11
2023-11-18,0.014611358540072677,-0.0158080000444561,11929152.583221223,2023-11
2023-11-19,0.00481043025273398,0.000672458422175626,11738393.969300644,2023-11
2023-11-20,0.0016428088761616857,-0.0080146302751107,12089939.66216838,2023-11
2023-11-21,0.016417223350774425,-0.0064679195600057535,11639732.426887762,2023-11
2023-11-22,0.009126174254180839,-0.0025198877302363386,11799857.003055692,2023-11
2023-11-23,0.0050333482556628876,0.0025001413394513776,12300293.352093872,2023-11
2023-11-24,-0.00848879930767758,-0.011272064684443382,11795402.404788336,2023-11
2023-11-25,0.028202046353687848,0.011186866144785253,12121674.91935174,2023-11
2023-11-26,0.0,-0.003098217501471441,12290056.978455903,2023-11
2023-11-27,-0.005397057278774554,-0.002919609389911724,12186787.668384286,2023-11
2023-11-28,0.0026837816635348613,-0.010469427833205138,12265793.571247665,2023-11
2023-11-29,0.003311149368067072,0.0022479375516918786,12072768.899782833,2023-11
2023-11-30,0.005913373396210396,-0.013371369020087726,12292407.740862435,2023-11
2023-12-01,0.015599988248738227,-0.0060849336434788855,11985362.62258967,2023-12
2023-12-02,0.004081266459579022,0.007973086072930825,11627332.752510715,2023-12
2023-12-03,0.00929581489395913,0.01029804070132182,11951862.818180185,2023-12
2023-12-04,0.0040947251492828565,-0.011904696037219003,11902044.299623163,2023-12
2023-12-05,0.0037209336048146897,-0.01645779914421626,11514584.583059737,2023-12
2023-12-06,0.012610400213694396,0.02364620034147191,12112807.072657213,2023-12
2023-12-07,-0.020150884503473986,0.0029982918026560303,12227132.663624492,2023-12
2023-12-08,-0.030744504711007866,-0.0004020786042634492,11584904.475306462,2023-12
2023-12-09,0.00121944611693956,-0.005787921440329716,11684634.281493736,2023-12
2023-12-10,-0.013232916071564094,-0.002329100967854138,11877442.953539174,2023-12
2023-12-11,-0.01655644486663424,-0.005986243278508608,11820990.428401697,2023-12
2023-12-12,0.00739802873484657,-0.004143029809112618,12355185.574233165,2023-12
2023-12-13,-0.005047166363246729,-0.015089160212449854,11834605.510591447,2023-12
2023-12-14,-0.0006958590661166031,0.0002610187334318489,12081566.396206524,2023-12
2023-12-15,0.002807859039672694,-0.0027277410983379416,11637875.498288061,2023-12
2023-12-16,-0.008690812864346153,-0.005845315741036152,11881366.756443936,2023-12
2023-12-17,0.007170853635033795,-0.007321918416328852,12137917.814256284,2023-12
2023-12-18,0.0,-0.008381566088254926,11749132.820181416,2023-12
2023-12-19,-0.006655087685929128,0.006201271926582645,11239611.109620202,2023-12
2023-12-20,-0.004884293712762102,-0.002643712125730441,12110556.342720056,2023-12
2023-12-21,0.013964856862742344,-0.010812322582600974,12122562.01812594,2023-12
