claim_id,risk_category,claim_amount,claim_date,settled
102,Fraud,99486.49152807858,2023-05-13,True
103,Fraud,63540.682317944076,2022-02-25,False
104,Fraud,35902.496133257664,2022-05-29,False
105,Auto,37617.01476856622,2022-11-07,True
106,Fraud,4400.542328214301,2023-07-06,False
107,Fraud,17431.667039782467,2023-10-24,False
108,Medical,19842.16742374512,2022-05-01,False
109,Fraud,11359.724124605405,2022-01-26,True
110,Property,44791.8978924805,2022-04-22,True
111,Medical,25230.32131860055,2023-05-26,True
112,Fraud,25711.49404233926,2022-01-23,True
113,Medical,46475.760132761934,2023-11-12,False
114,Medical,30754.96749418844,2022-09-21,False
115,Property,35780.59097441985,2022-04-26,False
116,Medical,10655.227446189137,2023-04-25,False
117,Medical,11845.012604744079,2022-11-03,True
118,Auto,8260.749801273032,2022-08-19,True
119,Fraud,98274.65043246403,2023-12-02,True
120,Auto,66500.08521666164,2023-05-07,True
121,Fraud,24967.62645147141,2022-04-30,False
122,Medical,27430.528926075,2022-10-13,False
123,Fraud,86368.45369089647,2023-02-11,False
124,Medical,29704.759404427987,2022-12-24,True
125,Fraud,31399.138918872723,2022-06-01,False
126,Medical,35103.57663663206,2023-08-21,False
127,Fraud,32473.51932591702,2022-11-21,False
128,Fraud,7557.361915441246,2022-09-03,False
129,Fraud,19510.594923813835,2022-11-11,False
130,Medical,12585.558876946048,2022-06-11,False
131,Fraud,19653.226575930094,2023-09-04,True
132,Medical,40934.57464940156,2023-01-04,False
133,Auto,51151.20677206409,2022-07-04,True
134,Fraud,30546.043074916066,2022-10-03,True
135,Property,20701.753821673374,2023-06-13,True
136,Property,16209.204067979379,2023-03-12,False
137,Medical,26546.28679282595,2022-09-17,False
138,Property,35118.105011309985,2022-09-02,True
139,Medical,15998.311727553459,2022-12-04,False
140,Medical,29192.944715875776,2022-02-19,False
141,Property,16265.68736547461,2022-09-29,False
142,Property,52396.32245761289,2022-08-23,True
143,Auto,20707.79376108826,2023-08-07,False
144,Medical,26031.550284508605,2023-07-10,False
145,Property,37319.01613758924,2022-11-02,True
146,Auto,61424.16176196092,2023-04-22,True
147,Auto,26049.65198191919,2023-05-03,False
148,Medical,20733.510401753676,2022-03-21,False
149,Fraud,52648.21707660071,2022-10-13,True
150,Property,18596.219603311907,2023-07-15,True
151,Property,13138.7365584058,2022-04-08,True
152,Property,27186.99728058753,2023-04-23,False
153,Property,32817.96297244698,2023-02-10,False
154,Property,104494.38356734792,2023-06-21,False
155,Property,11729.379157352547,2023-12-27,False
156,Auto,15843.56126286365,2023-07-22,False
157,Medical,41127.88350294408,2022-09-12,False
158,Auto,35566.1344907328,2023-10-30,True
159,Property,77722.14245727389,2023-05-02,False
160,Medical,10687.895103372495,2023-11-04,False
161,Property,57424.91063998071,2022-07-13,True
162,Medical,49301.590014595946,2023-05-31,True
163,Auto,11259.025841794466,2023-04-09,True
164,Medical,27058.259684207653,2023-05-19,True
165,Auto,18093.535284628,2022-02-05,True
166,Property,11172.867349290931,2022-01-16,True
167,Medical,49330.20617139394,2023-10-11,True
168,Fraud,75881.19649633867,2023-08-13,True
169,Fraud,43003.51340373326,2022-03-14,True
170,Auto,20674.283124930902,2022-11-16,False
171,Auto,32315.800763449577,2022-09-02,False
172,Auto,66385.13352178354,2022-07-14,False
173,Auto,92387.26056027914,2022-03-30,True
174,Property,26509.469198501563,2022-05-19,False
175,Fraud,48537.49112387266,2023-07-17,True
176,Auto,,2023-10-21,True
177,Medical,10710.222772192647,2023-02-01,True
178,Medical,57079.048972045384,2023-04-29,True
179,Property,47788.42470278957,2023-01-22,False
180,Auto,67265.98173547054,2023-01-03,False
181,Medical,37433.71651109658,2023-04-03,True
182,Auto,17456.04679584799,2023-02-26,False
183,Medical,29380.083636551037,2022-08-20,False
184,Property,20741.64392028725,2023-06-23,True
185,Medical,34424.3073137398,2022-12-10,False
186,Auto,31233.222637442286,2023-12-21,False
187,Auto,110645.06485628315,2022-05-18,False
188,Property,147672.05879184217,2023-01-09,True
189,Fraud,10949.894456711407,2023-03-13,False
190,Auto,31761.499242037145,2022-06-04,False
191,Fraud,50604.72630963265,2023-06-03,True
192,Auto,16665.912713859358,2022-04-25,False
193,Property,33046.663846884025,2022-04-02,False
194,Medical,32410.951279080065,2022-12-12,True
195,Fraud,75723.67771654087,2023-08-17,True
196,Medical,76473.6410573578,2023-06-09,False
197,Property,18726.814852093026,2023-08-07,True
198,Property,36511.97871807823,2022-04-01,False
199,Property,41245.68537633001,2023-12-01,True
200,Auto,3078.4780592094467,2023-02-02,True
201,Auto,25886.9241158244,2022-04-15,True
202,Auto,2367.2330611043344,2023-08-19,False
203,Auto,35600.055895499114,2023-06-24,False
204,Fraud,18535.733983231705,2022-10-06,True
205,Property,41761.10030818818,2022-01-12,True
206,Fraud,27744.02696548578,2022-11-03,False
207,Auto,49006.66201145593,2022-12-30,True
208,Medical,107873.06367398083,2023-10-24,True
209,Fraud,12593.222462614734,2022-11-14,True
210,Medical,39819.803371517,2023-06-22,False
211,Auto,29870.642959668632,2022-08-02,False
212,Fraud,46717.731485950884,2022-11-10,True
213,Fraud,36235.23462654081,2023-03-31,True
214,Fraud,16734.06952862858,2023-02-03,False
215,Medical,42660.07739435427,2022-08-10,False
216,Auto,35368.00007820693,2023-08-03,True
217,Property,34713.69011548856,2022-09-19,True
218,Property,31253.255439936933,2023-05-11,True
219,Auto,54675.42763948385,2023-09-15,False
220,Fraud,22737.929009821357,2022-05-10,True
221,Property,45897.837298978506,2022-06-08,False
222,Fraud,34176.85377123738,2022-10-18,True
223,Auto,26899.467083139578,2023-06-27,True
224,Medical,34609.26748157194,2022-03-30,True
225,Fraud,51792.11211392488,2022-11-28,False
226,Medical,123022.61086945387,2023-09-22,False
227,Medical,38038.29378728783,2023-05-21,True
228,Auto,32460.384613816568,2022-05-10,True
229,Auto,29519.662863902304,2022-07-26,True
230,Medical,20822.25754862879,2022-12-26,False
231,Medical,92568.85814386542,2022-02-28,True
232,Property,179463.5840376286,2022-04-06,True
233,Property,27134.11315419711,2022-09-03,False
234,Auto,18544.27753330278,2023-04-04,False
235,Fraud,7998.490227749947,2022-05-25,True
236,Medical,124019.12920953282,2022-11-06,False
237,Fraud,66476.8752513005,2023-09-29,False
238,Medical,27845.005540689734,2023-06-18,False
239,Auto,52108.32781377757,2023-01-16,False
240,Fraud,30955.332828625254,2022-12-19,False
241,Auto,17277.021767349237,2022-10-12,False
242,Medical,62015.83405125833,2023-12-20,False
243,Auto,64265.312231515905,2023-05-17,False
244,Fraud,8896.563107097276,2022-09-15,True
245,Property,7530.538806414817,2022-02-21,True
246,Auto,51285.0056113064,2023-07-04,False
247,Fraud,10271.550109848413,2023-10-27,False
248,Auto,15438.890168874628,2022-08-04,True
249,Auto,51764.19493207424,2023-03-22,True
250,Property,43592.09980190197,2022-08-11,True
251,Fraud,29681.802976898358,2023-10-17,True
252,Fraud,25714.90801229366,2022-04-15,True
253,Fraud,20510.16770292748,2023-06-06,False
254,Medical,12165.469760414016,2023-01-18,False
255,Auto,43291.84130439048,2022-04-24,True
256,Property,24354.053187260626,2022-03-10,False
257,Fraud,31377.46318695237,2022-12-31,True
258,Property,16324.565575441997,2022-02-13,True
259,Medical,7888.682402697962,2023-11-12,False
260,Medical,14413.27528657614,2022-07-30,False
261,Property,14939.823546330446,2022-10-03,False
262,Fraud,54675.79407044911,2022-04-17,False
263,Property,64255.6245398567,2023-04-24,True
264,Fraud,11225.745803678963,2023-11-10,False
265,Fraud,42246.35046760977,2022-07-24,True
266,Medical,8283.772162316196,2022-04-29,False
267,Property,21402.13179898277,2023-05-01,False
268,Medical,95787.00572064951,2022-04-19,True
269,Auto,25130.423700825933,2023-03-30,True
270,Medical,58579.32582537614,2022-08-27,True
271,Fraud,24768.675459490038,2022-01-08,False
272,Property,38119.60306895148,2023-05-27,True
273,Auto,22270.57267857226,2022-02-12,False
274,Auto,27763.173113905166,2023-01-29,True
275,Auto,107802.79719574447,2022-05-12,True
276,Auto,78780.68781202805,2023-12-19,False
277,Property,26909.1934077428,2023-01-29,False
278,Fraud,44859.27488850131,2023-07-12,True
279,Auto,66948.82219734708,2022-07-17,True
280,Fraud,66644.51433271247,2023-04-09,False
281,Medical,45138.72807015688,2022-05-01,False
282,Fraud,3386.0126375686177,2022-10-27,True
283,Auto,99140.52066076192,2022-08-08,True
284,Medical,64206.143262068494,2022-04-04,False
285,Medical,30313.693671766836,2022-10-19,True
286,Medical,39210.73010076109,2022-06-02,True
287,Auto,63821.36287481938,2023-06-09,False
288,Fraud,81643.00440939759,2023-12-20,True
289,Property,27133.429904868928,2023-02-26,False
290,Fraud,19386.51724033756,2022-06-07,False
291,Auto,28878.789939265178,2022-09-27,True
292,Auto,52623.231077538556,2023-08-03,False
293,Medical,24896.62989498406,2022-09-14,False
294,Fraud,7910.639669973826,2023-12-02,False
295,Auto,40201.90171675413,2023-05-30,True
296,Auto,52908.74356041525,2022-08-25,True
297,Property,43629.312616061434,2023-03-21,True
298,Fraud,44378.65365981798,2023-10-06,False
299,Medical,59343.39023089415,2022-06-20,False
300,Medical,69600.41483123788,2022-09-27,True
301,Medical,52805.66753505835,2023-08-24,True
302,Fraud,44515.023652108175,2023-09-07,False
303,Auto,47519.28928102223,2023-09-29,True
304,Auto,10806.284094313529,2022-03-08,False
305,Property,15873.743688086988,2022-01-08,True
306,Property,147369.704216551,2023-07-10,True
307,Auto,71322.27837661466,2023-03-24,True
308,Auto,30951.594812460437,2022-05-15,True
309,Fraud,48062.52060992296,2022-01-25,False
310,Property,21763.870403362114,2023-04-10,True
311,Medical,50763.70204927061,2023-01-09,False
312,Medical,65531.76785039678,2022-07-15,False
313,Medical,80067.86319480368,2023-12-05,True
314,Medical,42514.672969989064,2023-02-06,False
315,Auto,10552.380633084193,2022-05-02,False
316,Auto,70562.54394782911,2023-07-13,True
317,Fraud,47402.11903037784,2022-07-28,True
318,Medical,17161.73630114002,2022-10-28,True
319,Auto,16193.511030810643,2023-08-24,True
320,Auto,76428.1103518554,2023-05-30,True
321,Auto,21135.927305457066,2023-10-19,True
322,Medical,50661.24467658202,2023-06-18,False
323,Auto,79037.0878488479,2022-02-08,False
324,Property,38849.04174689869,2023-09-11,True
325,Medical,50016.29114132057,2023-09-04,False
326,Medical,24050.889614630523,2022-07-25,False
327,Property,51860.19566321033,2023-08-06,False
328,Fraud,34963.567385808674,2023-11-12,True
329,Fraud,12013.941708475539,2023-11-28,True
330,Medical,5263.094852073435,2023-02-16,True
331,Medical,58385.86352767293,2022-11-29,True
332,Medical,69619.57565726008,2022-07-27,False
333,Property,29295.098586855125,2023-02-09,True
334,Auto,14777.666109135134,2023-01-23,True
335,Property,30231.711980728578,2023-05-02,True
336,Auto,75092.55726452192,2023-01-17,False
337,Auto,33637.814253945784,2022-09-28,False
338,Fraud,41559.47106942451,2023-03-13,False
339,Property,31519.65547335304,2023-03-06,True
340,Property,22064.049897404184,2023-10-09,True
341,Medical,37338.543080180745,2023-10-20,False
342,Property,49389.50339017062,2022-12-11,False
343,Auto,42333.88224322342,2022-05-29,False
344,Auto,108259.71047731036,2023-09-20,True
345,Property,52537.740947329665,2023-01-27,True
346,Fraud,70623.58345167313,2022-07-06,False
347,Fraud,22653.63510493939,2022-01-20,False
348,Medical,30096.5822088584,2022-12-04,False
349,Medical,17434.39955653502,2023-01-08,True
350,Auto,33148.05029370042,2022-03-08,True
351,Property,18749.353118148076,2023-03-15,False
352,Auto,97086.20799225339,2022-03-03,False
353,Auto,25420.107422282243,2023-05-01,True
354,Property,47890.41762985939,2023-09-14,False
355,Auto,3748.868483607903,2023-07-22,True
356,Auto,112882.47242867658,2022-03-26,True
357,Fraud,24779.61355750877,2023-02-10,False
358,Medical,46056.94549891605,2023-01-30,True
359,Fraud,34104.443008018934,2023-09-11,True
360,Medical,20017.11245702902,2023-06-08,True
361,Medical,36860.152321257534,2022-06-25,True
362,Medical,18582.275040806,2022-12-25,True
363,Fraud,80937.42785149123,2023-06-23,True
364,Property,21245.51881449581,2022-10-18,False
365,Auto,15602.065829622448,2022-05-10,True
366,Property,43342.91128017388,2023-04-24,True
367,Property,94810.79229423899,2023-10-10,True
368,Medical,15680.487849556408,2023-06-16,True
369,Medical,23556.111292673497,2022-09-21,True
370,Fraud,27817.741032212234,2023-11-02,False
371,Fraud,100334.79033582221,2023-05-18,True
372,Auto,48330.972872116945,2022-06-09,True
373,Property,4256.087674126695,2023-06-22,False
374,Property,39452.03198629208,2022-03-22,True
375,Auto,44258.5471942553,2023-02-17,False
376,Medical,13982.32535053666,2023-04-20,False
377,Fraud,18705.108796287328,2022-01-18,True
378,Auto,37461.659764307486,2022-03-10,False
379,Property,38256.565017959176,2022-05-10,False
380,Auto,21100.06350528727,2023-10-09,True
381,Auto,16308.378680578186,2023-12-31,True
382,Property,12218.074142795986,2022-11-06,False
383,Property,45701.23790443463,2023-05-02,False
384,Fraud,45928.83221212298,2022-01-15,True
385,Fraud,3537.6874447165696,2023-05-11,True
386,Property,52421.845428171764,2022-07-05,True
387,Fraud,30236.387873562704,2023-02-21,True
388,Fraud,21046.11813958198,2023-12-08,True
389,Fraud,48905.315058020766,2023-12-04,False
390,Property,13886.909332063566,2023-03-08,False
391,Medical,3526.1182936835758,2022-03-07,False
392,Medical,36326.226560972136,2022-03-22,False
393,Fraud,54289.54041701101,2022-02-05,True
394,Medical,63760.140659842,2022-01-17,False
395,Fraud,49023.33665563855,2023-05-29,False
396,Medical,25744.657671753823,2022-02-02,False
397,Medical,7625.687709711057,2022-12-15,True
398,Auto,146606.49534059397,2023-01-15,True
399,Fraud,7116.107313407736,2023-05-23,True
400,Medical,21275.541268325196,2023-10-08,True
401,Medical,67474.21809822514,2022-09-24,False
402,Auto,17956.630780607862,2023-06-01,False
403,Medical,16434.525092412776,2023-04-30,False
404,Auto,5834.981182272994,2022-12-13,False
405,Medical,57592.72297363868,2023-08-26,False
406,Auto,98168.57266006431,2023-10-26,False
407,Auto,13693.60073541864,2023-03-19,False
408,Property,7396.684650949091,2023-01-13,False
409,Fraud,32056.761842215154,2023-09-22,True
410,Property,19597.68605192449,2023-07-27,False
411,Fraud,31001.24418029648,2022-12-24,False
412,Medical,11399.46380805707,2023-06-22,True
413,Fraud,17077.585921753627,2023-09-13,False
414,Property,100502.83507854605,2022-07-29,False
415,Fraud,6887.459284927722,2022-02-11,True
416,Property,25304.212408233067,2022-01-13,True
417,Fraud,22281.44257614451,2023-08-24,False
418,Medical,55197.90830291966,2023-08-23,True
419,Medical,30686.66123324778,2023-05-04,True
420,Fraud,13148.859063251999,2022-07-06,True
421,Fraud,33966.76950492319,2022-03-04,True
422,Medical,19633.144695978564,2022-12-02,False
423,Fraud,79147.59296273254,2023-07-09,True
424,Auto,34273.82246766166,2022-03-16,True
425,Medical,15995.218876490006,2022-05-29,False
426,Medical,9024.906323617484,2023-11-25,True
427,Property,43475.5169894384,2022-07-26,True
428,Property,26333.053813552833,2023-11-24,True
429,Auto,53939.89558190159,2023-11-16,False
430,Fraud,4865.378134614953,2022-08-29,True
431,Auto,27923.511734338965,2023-11-07,True
432,Fraud,9512.352121446198,2023-07-29,True
433,Property,25162.21178919664,2022-08-23,True
434,Fraud,7286.604778053351,2022-05-05,True
435,Property,22673.172632183603,2022-09-14,True
436,Medical,56825.491349382595,2022-04-02,False
437,Medical,68377.04895810754,2023-12-08,True
438,Fraud,23903.441728059235,2022-07-26,False
439,Property,81834.29759443784,2023-02-21,False
440,Auto,15950.533140465426,2022-10-15,False
441,Property,8655.478778029954,2022-08-03,False
442,Property,90667.56124881684,2023-11-29,True
443,Property,57619.501778531834,2023-09-30,True
444,Medical,23447.384320139416,2023-05-27,True
445,Property,22986.96289838248,2023-07-27,True
446,Fraud,58198.98019259577,2023-01-03,True
447,Medical,20982.967401895432,2023-02-05,True
448,Medical,17722.555059181683,2022-07-20,False
449,Medical,43158.47215948166,2023-08-04,True
450,Property,17808.666217114132,2022-10-12,True
451,Auto,102149.55803646072,2022-03-04,False
452,Property,32802.711839065596,2023-10-08,True
453,Property,21991.508274565276,2022-12-27,False
454,Auto,8178.5845462135785,2022-07-06,True
455,Property,36832.41238420169,2023-04-28,True
456,Fraud,30619.62239395416,2023-01-06,False
457,Auto,39048.25421905453,2022-01-21,True
458,Fraud,73004.67379631184,2022-11-04,True
459,Fraud,40598.55920425427,2022-02-15,False
460,Medical,23344.038514625216,2022-07-13,True
461,Medical,1742.679455847273,2022-02-26,True
462,Auto,93422.54762595131,2023-07-08,True
463,Property,56357.21278044626,2023-04-02,True
464,Fraud,47991.545011558344,2022-11-29,False
465,Property,28775.08453224957,2022-01-16,False
466,Fraud,30392.534067553857,2023-10-07,False
467,Medical,15905.706823717088,2023-05-28,False
468,Medical,32815.115385639474,2022-05-30,False
469,Medical,31055.827772833683,2023-09-26,True
470,Auto,42143.32690544437,2022-08-01,True
471,Fraud,40987.58915412869,2023-01-26,False
472,Property,17245.827608907257,2022-10-08,False
473,Fraud,21575.500227418892,2023-10-14,True
474,Property,35758.7509111273,2023-11-02,False
475,Property,72722.26736067043,2023-06-23,False
476,Property,3998.547070247466,2022-12-08,True
477,Fraud,48186.420405923694,2023-11-05,True
478,Medical,42851.60046929051,2023-09-22,False
479,Auto,58101.003486198126,2022-12-03,False
480,Auto,,2022-03-16,True
481,Medical,18168.539224693213,2022-04-03,False
482,Auto,25123.659706663704,2023-06-30,False
483,Property,35734.084721005805,2022-04-25,True
484,Auto,6214.654279378244,2023-02-25,False
485,Fraud,41352.764200583515,2022-04-23,False
486,Medical,37668.717696871674,2023-01-03,False
487,Medical,46263.30467117337,2022-03-01,True
488,Medical,24049.757560247,2022-10-09,True
489,Medical,94141.89106956743,2022-08-25,True
490,Fraud,43077.46624498858,2023-09-30,False
491,Property,51143.18223649274,2022-02-14,False
492,Property,29444.98236873048,2022-07-16,False
493,Property,26018.861130408313,2023-12-25,True
494,Auto,71740.06365896805,2023-05-14,False
495,Property,58148.413336689,2023-08-06,True
496,Auto,20816.87344847781,2023-03-25,False
497,Fraud,13467.695007883447,2023-11-10,False
498,Auto,49812.62427809427,2022-07-14,True
499,Property,34962.89195960769,2023-11-16,False
500,Medical,78083.74978733364,2022-07-14,False
501,Fraud,6733.381598247868,2023-07-29,True
502,Property,2964.7577477209725,2023-08-05,False
503,Property,24999.372368323588,2022-11-06,False
504,Property,70237.40824938366,2023-08-14,False
505,Fraud,37068.189861034196,2023-07-02,False
506,Medical,19542.156640424782,2023-01-24,True
507,Medical,41670.55350939043,2023-12-08,False
508,Medical,51115.6215439481,2023-03-11,True
509,Property,42698.51228443266,2023-12-30,False
510,Auto,96512.70009213864,2023-10-23,False
511,Property,66244.2521336004,2023-05-11,False
512,Medical,73944.45013909636,2022-07-20,True
513,Fraud,9886.700156052777,2023-10-28,False
514,Auto,11802.72948375285,2023-06-18,False
515,Auto,54842.28208350578,2022-10-24,True
516,Property,50580.919633692574,2023-05-09,True
517,Fraud,9577.885290935423,2023-12-28,False
518,Auto,30569.93655976771,2022-11-27,True
519,Medical,33210.66835823408,2023-09-26,True
520,Property,34115.338397913765,2022-09-18,False
521,Property,122783.90058761317,2022-02-24,True
522,Medical,91943.53799675519,2022-10-09,False
523,Medical,13539.659273960433,2023-09-30,True
524,Medical,61892.90437382725,2023-03-18,True
525,Auto,12666.94107115983,2022-09-16,False
526,Fraud,45616.07351822973,2023-07-16,False
527,Auto,48932.916108396494,2022-05-26,False
528,Fraud,14964.241372196442,2023-01-26,True
529,Property,16417.538575923078,2023-01-08,False
530,Fraud,45716.9102789689,2022-02-14,False
531,Medical,67590.45115610682,2023-02-01,False
532,Auto,54601.74395648224,2022-09-19,True
533,Medical,33688.57253292162,2023-04-24,False
534,Property,27860.30430093553,2023-07-19,False
535,Auto,17198.999275879876,2023-04-30,True
536,Auto,31287.490476065228,2023-12-09,False
537,Medical,6046.860537741193,2023-05-31,False
538,Auto,4381.418694942251,2023-07-26,False
539,Medical,22980.081062107325,2023-11-16,False
540,Fraud,32653.238719827223,2023-08-07,True
541,Property,72617.73990057484,2023-05-01,False
542,Medical,49157.62908744685,2023-08-10,False
543,Property,13573.52390620049,2023-04-11,False
544,Auto,57001.96661148386,2023-04-11,False
545,Property,13196.892558354873,2022-01-22,False
546,Property,23369.242053262762,2023-01-31,True
547,Property,17271.303219935973,2022-07-28,False
548,Auto,24851.36393794659,2023-07-17,False
549,Fraud,113489.92287911914,2022-05-25,False
550,Fraud,36826.79534681229,2023-02-24,True
551,Fraud,137674.42806048814,2022-12-15,False
552,Medical,9334.957129147124,2022-11-01,True
553,Medical,10258.799302217874,2022-02-13,False
554,Auto,59854.251607350874,2022-04-17,False
555,Fraud,32588.097168255077,2022-05-30,True
556,Property,14899.497240042367,2023-08-29,False
557,Fraud,33611.24999718889,2022-09-21,False
558,Medical,6304.264198143016,2022-04-20,True
559,Auto,28842.342058633847,2022-01-18,False
560,Fraud,5640.575968355351,2022-12-02,False
561,Medical,32353.974610922756,2022-08-27,False
562,Medical,13989.892176797886,2023-12-25,True
563,Property,15943.134724027403,2022-11-24,True
564,Fraud,83666.97372633967,2022-10-21,False
565,Property,27069.19264543491,2023-02-17,False
566,Fraud,11950.277750001931,2023-04-06,True
567,Auto,76159.99528780223,2022-03-22,False
568,Fraud,13026.527892252032,2022-09-12,False
569,Property,20941.914125641244,2022-12-29,True
570,Property,17168.798804360234,2023-12-22,True
571,Medical,32308.893634794167,2023-04-02,True
572,Fraud,87985.25677859919,2023-03-19,False
573,Fraud,70593.6780265292,2023-06-17,False
574,Auto,10910.099732404915,2022-08-26,True
575,Medical,36258.18592933632,2022-09-18,False
576,Property,25312.288406734202,2022-09-30,False
577,Fraud,20943.85617879502,2022-10-07,False
578,Medical,90212.95308332657,2022-05-30,False
579,Auto,80246.35044095918,2022-06-01,True
580,Medical,31905.411841852067,2023-07-27,False
581,Fraud,26786.054146115104,2023-10-10,True
582,Fraud,45871.836304300996,2022-01-12,False
583,Auto,32634.84507299583,2022-01-14,True
584,Auto,82723.9620318932,2023-05-26,True
585,Auto,38735.94248442244,2023-06-26,False
586,Property,151744.39856590735,2023-03-21,True
587,Medical,32231.498722598917,2022-11-14,False
588,Medical,27852.261161067112,2022-08-26,False
589,Medical,13975.159783987343,2023-06-23,True
590,Property,25959.572168537918,2023-10-16,True
591,Medical,12599.690462460265,2022-03-15,True
592,Auto,12739.467885458793,2023-03-10,True
593,Medical,33802.79205360652,2022-10-25,False
594,Property,55151.694930652935,2023-12-12,False
595,Property,31115.721624413454,2022-10-23,True
596,Medical,54931.93832729912,2022-01-14,True
597,Property,53598.59560347137,2023-09-04,True
598,Property,33463.884931387314,2023-08-26,False
599,Medical,20274.117999910744,2023-01-30,True
600,Property,62685.66591364103,2022-07-10,False
601,Property,32693.466930349965,2023-02-25,False
602,Medical,35599.02035162293,2022-04-16,True
603,Auto,81896.84795805407,2023-01-29,False
604,Auto,7681.129161130389,2023-03-14,False
605,Property,83375.57290984392,2022-01-07,False
606,Fraud,81018.16891348572,2022-03-22,True
607,Fraud,28106.525629672637,2023-10-14,True
608,Medical,32846.473329202454,2023-04-30,False
