campaign_date,channel,spend,revenue,campaign_id,roi,month
2023-02-10,Affiliate,7523.441732270115,19557.69450377476,1067,2.599567485169244,2023-02
2023-02-11,Email,6065.743643867141,37151.68436345287,1298,6.124835889003589,2023-02
2023-02-12,Email,7231.696448502498,24375.56798177131,1029,3.3706569620768407,2023-02
2023-02-13,Meta,18897.820429191135,13279.855286125023,1007,0.7027188842165026,2023-02
2023-02-14,Meta,25061.14768728519,3445.9988290937526,1065,0.1375036320001452,2023-02
2023-02-15,Meta,2656.921505090726,15239.490475665127,1289,5.735769930148819,2023-02
2023-02-16,Email,13675.758659216111,39050.254206357284,1050,2.8554360441306317,2023-02
2023-02-17,Meta,4870.795670416287,12602.264523591095,1067,2.5873112682868977,2023-02
2023-02-18,Email,16168.725720463008,11796.920295284344,1071,0.7296134834147293,2023-02
2023-02-19,Email,3842.452350619048,17401.77949195439,1281,4.528821154841602,2023-02
2023-02-20,Google,11520.779929795686,22568.239865525902,1081,1.9589159764399853,2023-02
2023-02-21,Email,26985.75079633433,10711.41566245193,1080,0.39692857698467066,2023-02
2023-02-22,Google,11909.477232281888,12551.837066513493,1156,1.0539368623578558,2023-02
2023-02-23,Google,14036.544652760042,11675.768576511415,1277,0.8318121635594682,2023-02
2023-02-24,Affiliate,26147.99389035311,29425.61460757472,1035,1.125348840563667,2023-02
2023-02-25,Meta,22469.86233001655,33088.701124643594,1031,1.4725813909612513,2023-02
2023-02-26,Email,8628.595308720915,23087.51133948884,1263,2.6756975513910484,2023-02
2023-02-27,Email,7932.351548522794,19835.31810386277,1131,2.500559636386339,2023-02
2023-02-28,Affiliate,23932.557441692505,0.0,1183,0.0,2023-02
2023-03-01,Meta,15486.137775626632,37209.2058692239,1219,2.402742788959739,2023-03
2023-03-02,Email,3834.0655264015936,46372.902712876145,1140,12.094968746243302,2023-03
2023-03-03,Google,17516.960366099574,15610.655219977536,1126,0.8911737478260615,2023-03
2023-03-04,Meta,5841.331175835171,19302.966646016986,1065,3.3045492653919117,2023-03
2023-03-05,Google,29516.2306848238,51774.4199052485,1119,1.7540999885147621,2023-03
2023-03-06,Email,2603.5271501885272,50221.74680341183,1055,19.289887873754324,2023-03
2023-03-07,Google,21154.64758877949,36356.39953241949,1269,1.718601048769211,2023-03
2023-03-08,Meta,4809.115075346018,16676.892377330252,1248,3.4677673784153193,2023-03
2023-03-09,Google,10081.304315122943,63136.14128560689,1040,6.262695710008129,2023-03
2023-03-10,Affiliate,16492.430723444155,24879.701991633156,1156,1.5085527663467102,2023-03
2023-03-11,Meta,3906.492581748631,21581.001321580436,1133,5.524393268377924,2023-03
2023-03-12,Affiliate,2912.44991555699,37195.852008951515,1041,12.771327606448473,2023-03
2023-03-13,Google,1251.6318856341254,10020.014932024875,1158,8.005560618127227,2023-03
2023-03-14,Email,12585.387912301456,15220.777796311431,1257,1.2094007671733378,2023-03
2023-03-15,Google,17814.17785809949,13341.783158797918,1114,0.748941840879391,2023-03
2023-03-16,Affiliate,12273.46949008321,26515.32036853904,1080,2.1603769325342803,2023-03
2023-03-17,Google,19927.52891831152,11666.57763140875,1115,0.5854502923685769,2023-03
2023-03-18,Email,10549.814847104071,4764.73801683914,1035,0.45164186157703634,2023-03
2023-03-19,Email,14819.30578054382,14818.16177124867,1199,0.9999228027741588,2023-03
2023-03-20,Email,442.9947197498907,12727.55905313018,1207,28.730724059907537,2023-03
2023-03-21,Email,9906.581191876587,23516.5364823206,1150,2.3738296821918947,2023-03
2023-03-22,Google,10368.436683416443,40178.352385072234,1199,3.87506367756815,2023-03
2023-03-23,Meta,8317.522657346484,46084.32484286818,1143,5.5406311159446044,2023-03
2023-03-24,Email,27756.286523594667,66428.24490346205,1193,2.393268452787936,2023-03
2023-03-25,Google,27181.05947031083,0.0,1187,0.0,2023-03
2023-03-26,Email,17627.11134204841,18508.65282110092,1041,1.0500105469323069,2023-03
2023-03-27,Meta,31908.86079781816,35748.94242448067,1169,1.1203453063083055,2023-03
2023-03-28,Meta,3357.895948285231,29255.392490923758,1167,8.712417818027847,2023-03
2023-03-29,Affiliate,13884.861754373884,62892.18218894199,1181,4.529550477456519,2023-03
2023-03-30,Meta,10622.74712247546,0.0,1141,0.0,2023-03
2023-03-31,Meta,10268.634640237984,25855.445905979952,1133,2.5179049417791664,2023-03
2023-04-01,Email,13115.661072025448,27968.28504312731,1094,2.1324342623324726,2023-04
2023-04-02,Email,13221.83237158794,25297.99256390078,1014,1.9133499694235268,2023-04
2023-04-03,Google,6846.865473040099,16428.866095009274,1070,2.399472599498094,2023-04
2023-04-04,Meta,14446.74923290804,26109.079734325827,1186,1.8072633028648641,2023-04
2023-04-05,Google,7510.349023290079,22982.901046311767,1057,3.060164178128114,2023-04
2023-04-06,Google,22976.744708713326,11782.913048877595,1020,0.5128190785185177,2023-04
2023-04-07,Google,9116.187444505711,18632.884596561857,1295,2.0439339043858538,2023-04
2023-04-08,Email,6291.887579476964,6637.3727726885045,1024,1.054909625902798,2023-04
2023-04-09,Google,8241.229781621714,19064.772105443655,1002,2.313340679804717,2023-04
2023-04-10,Google,2020.6108140870863,43422.47018653118,1122,21.48977422262757,2023-04
2023-04-11,Meta,4902.485678462616,23589.702764383674,1052,4.811784125758269,2023-04
2023-04-12,Affiliate,8165.173961791682,31851.045898454744,1215,3.900841065664898,2023-04
2023-04-13,Google,6479.238663044473,19682.523137316985,1044,3.0377833200650364,2023-04
2023-04-14,Google,4074.9135807457133,27122.377408750945,1007,6.6559392908125234,2023-04
2023-04-15,Email,14468.103133865978,11951.433688055422,1240,0.8260539462205172,2023-04
2023-04-16,Meta,3975.4418803025064,17683.592839790508,1258,4.448208116790503,2023-04
2023-04-17,Affiliate,4652.903437111934,9418.193334848324,1299,2.0241540496473776,2023-04
2023-04-18,Google,7099.250961076011,24158.143888834235,1069,3.402914479469629,2023-04
2023-04-19,Google,9865.262255970198,20966.8913871216,1069,2.1253252922326507,2023-04
2023-04-20,Email,6624.931426195762,8563.112661312494,1022,1.2925586863364253,2023-04
2023-04-21,Google,7252.274307540564,25868.434589614684,1124,3.566941002592516,2023-04
2023-04-22,Google,9490.870331090558,21463.688536120917,1213,2.2615089857259285,2023-04
2023-04-23,Google,9023.543195829507,16662.395897548166,1114,1.8465469201997258,2023-04
2023-04-24,Email,8617.723143578476,6270.540261297377,1120,0.7276330600119,2023-04
2023-04-25,Affiliate,13952.787458253295,44268.29703201463,1196,3.17272065990149,2023-04
2023-04-26,Meta,6987.832108581048,7723.3013505516155,1020,1.1052499874843034,2023-04
2023-04-27,Google,3830.727297049642,50030.91434807664,1119,13.060421812487034,2023-04
2023-04-28,Email,19910.840338372032,19158.58051789212,1272,0.9622185800450539,2023-04
2023-04-29,Meta,15263.399335477432,11249.98183871658,1280,0.7370561164948178,2023-04
2023-04-30,Email,23979.090419820128,14667.454010333451,1058,0.6116768298354611,2023-04
2023-05-01,Email,7569.6522287900725,9372.933043541345,1243,1.238225054500226,2023-05
2023-05-02,Affiliate,17492.390136475875,28969.1880224413,1283,1.6561023277221287,2023-05
2023-05-03,Google,1379.9781999329198,13499.16756357471,1268,9.782160011100828,2023-05
2023-05-04,Affiliate,17811.49590085962,46082.14394224137,1023,2.5872135725566627,2023-05
2023-05-05,Meta,15535.42479707699,34981.85906404864,1002,2.2517478292985285,2023-05
2023-05-06,Affiliate,5797.292283686852,3293.423318600958,1142,0.5680968213157728,2023-05
2023-05-07,Google,4087.420014655394,0.0,1123,0.0,2023-05
2023-05-08,Google,12939.912380924587,18417.013276325677,1174,1.4232718687860033,2023-05
2023-05-09,Google,9328.79701131991,17603.135705256907,1067,1.8869673853870554,2023-05
2023-05-10,Affiliate,2718.7789879030634,13655.73724514066,1011,5.022746352645988,2023-05
2023-05-11,Meta,31946.292295375297,52850.97759144251,1273,1.6543696871856857,2023-05
2023-05-12,Email,14378.139610843231,42042.521719655764,1243,2.9240585261774426,2023-05
2023-05-13,Google,25101.042108825706,8197.202628338662,1193,0.3265682194707154,2023-05
2023-05-14,Google,16018.80130869675,26311.572448401603,1171,1.6425431554679948,2023-05
2023-05-15,Meta,5634.228071719967,0.0,1266,0.0,2023-05
2023-05-16,Google,7064.202870311027,27281.242379269414,1272,3.8618996198318776,2023-05
2023-05-17,Meta,30626.922038198732,27715.260298393176,1200,0.9049312974978663,2023-05
2023-05-18,Google,6885.947997841324,16501.1492245897,1122,2.3963511240228135,2023-05
2023-05-19,Meta,5385.915094737593,8115.854247129579,1186,1.506866354996818,2023-05
2023-05-20,Meta,29096.724242796387,16729.278922277947,1249,0.5749540320305883,2023-05
2023-05-21,Meta,2382.9764284398607,37774.50291071125,1068,15.851815594937417,2023-05
2023-05-22,Meta,10186.592902808308,32694.406128116338,1072,3.2095526384590203,2023-05
2023-05-23,Affiliate,5872.57425281701,13208.904605876522,1139,2.24925288931687,2023-05
2023-05-24,Meta,12139.487568930352,15165.328171766148,1033,1.2492560403109678,2023-05
2023-05-25,Email,4928.398833219487,12880.275805602614,1169,2.6134808162813696,2023-05
2023-05-26,Meta,26555.56868476881,23981.67892555426,1298,0.9030753289538542,2023-05
2023-05-27,Google,9287.479539273849,58594.83478436807,1194,6.309013606607564,2023-05
2023-05-28,Affiliate,10828.281856316866,17123.450381353978,1098,1.5813635633583658,2023-05
2023-05-29,Google,2496.866603921069,13209.59883559092,1281,5.290470389906542,2023-05
2023-05-30,Email,13142.794924157795,53039.97507580812,1205,4.035669382493007,2023-05
2023-05-31,Meta,4034.3192748178963,32935.52947855425,1007,8.16383811864789,2023-05
2023-06-01,Google,14327.170899781719,8414.849268713955,1019,0.5873350243098,2023-06
2023-06-02,Meta,12638.63861655749,29868.709013666583,1027,2.363285312591857,2023-06
2023-06-03,Google,2594.908689869681,34853.27743386058,1107,13.431408037564108,2023-06
2023-06-04,Google,24559.681429779008,17095.690998111273,1011,0.6960876527242928,2023-06
2023-06-05,Meta,9406.41155889782,17611.069354643845,1199,1.8722409969384108,2023-06
2023-06-06,Email,4425.360586933001,32170.63924305329,1081,7.269608568857701,2023-06
2023-06-07,Email,10227.30074041782,12777.692859545632,1149,1.2493709908274018,2023-06
2023-06-08,Affiliate,10168.165297633508,15428.29954865123,1151,1.517313998843227,2023-06
2023-06-09,Meta,15016.96047960286,67285.93670740021,1171,4.4806628344526125,2023-06
2023-06-10,Google,4561.067716306514,9163.938696267287,1053,2.0091652363556904,2023-06
2023-06-11,Email,8915.717352750315,23022.551264511614,1066,2.5822432849342887,2023-06
2023-06-12,Meta,25230.00345074613,9875.827407303424,1000,0.39143186906743627,2023-06
2023-06-13,Affiliate,12138.186095562263,45217.662958469344,1152,3.725240542736528,2023-06
2023-06-14,Google,7069.382352862194,26440.70089745237,1182,3.7401712876298556,2023-06
2023-06-15,Meta,10849.39531299138,15430.314874012658,1228,1.422228099250467,2023-06
2023-06-16,Email,5210.850081249822,13708.82056479048,1035,2.630822294066541,2023-06
2023-06-17,Meta,3288.291103132288,54241.18983273649,1206,16.49525182885074,2023-06
2023-06-18,Google,11162.904371208693,12573.463546986122,1178,1.1263613060607718,2023-06
2023-06-19,Affiliate,13127.771209930777,32157.99939695359,1243,2.4496160759281818,2023-06
2023-06-20,Google,13431.670405706162,31582.186981868905,1014,2.3513223618450225,2023-06
2023-06-21,Affiliate,3498.219518422243,26845.388266072012,1141,7.6740147737154425,2023-06
2023-06-22,Meta,21761.85097031964,9512.686742419664,1297,0.4371267294952871,2023-06
2023-06-23,Email,17197.298790567966,19939.466585794326,1243,1.159453401875551,2023-06
2023-06-24,Google,19244.674443577333,29019.52477032548,1075,1.5079249511550132,2023-06
2023-06-25,Meta,21991.368450345974,43457.94615597198,1125,1.9761365125637866,2023-06
2023-06-26,Meta,25107.9189335952,33490.15034430476,1095,1.3338481151256971,2023-06
2023-06-27,Google,4667.262481595068,5563.363848744395,1259,1.1919972083599375,2023-06
2023-06-28,Meta,39103.84130168162,15183.874380583276,1274,0.38829623574424416,2023-06
2023-06-29,Affiliate,7140.386838902853,10120.773048817384,1010,1.417398423524695,2023-06
2023-06-30,Meta,4897.845336344961,22218.802909630595,1183,4.536444371722745,2023-06
2023-07-01,Meta,8901.141381107162,13385.88403254122,1221,1.503839053826626,2023-07
2023-07-02,Google,12182.531784464412,22004.531710251216,1081,1.80623634721907,2023-07
2023-07-03,Email,6460.455000336734,16590.934255150536,1043,2.5680751981533465,2023-07
2023-07-04,Google,16916.591311927932,15225.958542614751,1225,0.9000606719084647,2023-07
2023-07-05,Affiliate,18978.175143627624,63803.98620535123,1073,3.361966349371317,2023-07
2023-07-06,Google,1001.3254420642761,15667.495547820448,1051,15.64675667834947,2023-07
2023-07-07,Email,9520.808342687227,20502.77289578329,1199,2.1534697641016085,2023-07
2023-07-08,Meta,19930.231466578585,33858.34875788629,1281,1.6988437296708798,2023-07
2023-07-09,Affiliate,10788.110555160525,52828.47248355374,1170,4.896916120152577,2023-07
2023-07-10,Affiliate,21495.263449920425,26441.37860343845,1210,1.2301025602706133,2023-07
2023-07-11,Email,16927.561808694136,0.0,1026,0.0,2023-07
2023-07-12,Affiliate,15667.975019604133,7418.133079825673,1059,0.47345831676039396,2023-07
2023-07-13,Affiliate,12862.838209871537,3453.7006540307284,1225,0.268502223045937,2023-07
2023-07-14,Google,1541.2962044185617,12676.299469622976,1024,8.224440852629609,2023-07
2023-07-15,Email,10078.90801357861,16544.944249678807,1283,1.6415413482679828,2023-07
2023-07-16,Affiliate,7536.410453614518,31231.836255259987,1173,4.144126231909379,2023-07
2023-07-17,Email,10355.28463990318,28677.753938710477,1205,2.7693834535656574,2023-07
2023-07-18,Google,7923.673371224726,14219.516432148497,1015,1.794561154399358,2023-07
2023-07-19,Google,5664.580213366097,19476.612895110295,1063,3.438315314019817,2023-07
2023-07-20,Google,3465.429668225041,31546.670761312882,1177,9.10324946155112,2023-07
2023-07-21,Meta,13233.021944917284,13752.576410510166,1177,1.039261966598071,2023-07
2023-07-22,Meta,29310.797861106057,19825.382585287953,1167,0.6763849513491146,2023-07
2023-07-23,Google,4172.808066484893,35200.430675161915,1198,8.435669725114915,2023-07
2023-07-24,Affiliate,7818.230593877653,17669.885834517117,1053,2.2600875763825843,2023-07
2023-07-25,Affiliate,20192.57410061519,26912.307653927932,1034,1.3327824139621711,2023-07
2023-07-26,Affiliate,23324.007154077688,32799.84651992014,1014,1.4062697847434766,2023-07
2023-07-27,Google,6191.959522935627,9620.406093721815,1197,1.5536933111540674,2023-07
2023-07-28,Affiliate,11361.658942023772,15186.104224108582,1176,1.3366097593318171,2023-07
2023-07-29,Google,13112.874697404584,14648.539051210153,1174,1.1171111895173924,2023-07
2023-07-30,Google,16730.184974554348,27687.87697453389,1017,1.6549653824297559,2023-07
2023-07-31,Meta,14366.205174137134,12705.406109260335,1146,0.8843954235133252,2023-07
2023-08-01,Meta,15442.91400742565,27530.34796908348,1126,1.7827171708555551,2023-08
2023-08-02,Google,23811.226533332938,45607.61644353435,1136,1.915382913168669,2023-08
2023-08-03,Email,18394.63723168304,41159.80370997752,1164,2.237598012483965,2023-08
2023-08-04,Google,10903.65438851486,21697.923544938756,1203,1.9899680209777941,2023-08
2023-08-05,Meta,6254.93828238872,24283.651009940775,1122,3.8823166454437033,2023-08
2023-08-06,Google,14410.45469437677,16808.791857803677,1251,1.1664303600609345,2023-08
2023-08-07,Meta,24221.20438978921,12359.84299602474,1061,0.510290190244842,2023-08
2023-08-08,Meta,8818.2095616415,39633.14076214351,1006,4.494465739909887,2023-08
2023-08-09,Email,7988.193221854444,47756.642140333985,1040,5.978403477982893,2023-08
2023-08-10,Meta,13680.232715796023,37043.29609136309,1299,2.7077972181416667,2023-08
2023-08-11,Google,10403.835316487632,30493.759733045063,1102,2.9310113823812287,2023-08
2023-08-12,Google,14466.398686130144,53630.65634733564,1251,3.707256900001986,2023-08
2023-08-13,Google,12662.738584792716,9126.51639641723,1098,0.7207379616426495,2023-08
2023-08-14,Email,10518.12790553636,31325.184117363486,1056,2.978209088033152,2023-08
2023-08-15,Google,8566.638228175087,16758.864833959015,1213,1.956294218056303,2023-08
2023-08-16,Meta,7757.108304378628,36583.47003486965,1087,4.716122116564945,2023-08
2023-08-17,Google,10460.85731613998,12850.649808010547,1086,1.2284509213392456,2023-08
2023-08-18,Meta,5069.987475592446,37243.71317714582,1225,7.345918181542207,2023-08
2023-08-19,Google,12910.217146059349,10704.49001800998,1042,0.8291487197236931,2023-08
2023-08-20,Google,5535.336860491483,19213.769069840495,1010,3.471111073109018,2023-08
2023-08-21,Meta,2022.186846665546,49623.812294595074,1206,24.539677120549715,2023-08
2023-08-22,Google,1810.3301406671449,17102.917501544034,1229,9.447402502640346,2023-08
2023-08-23,Google,12740.75327710865,13194.39227794054,1171,1.0356053516589907,2023-08
2023-08-24,Google,10065.537966483891,7659.92698381147,1238,0.7610052248888637,2023-08
2023-08-25,Email,2949.694361820836,10968.008303108454,1266,3.718354160713092,2023-08
2023-08-26,Google,4974.451927891628,27026.150895730956,1014,5.43299066660912,2023-08
2023-08-27,Meta,14910.26045560772,10453.822365135144,1153,0.701116013114545,2023-08
2023-08-28,Meta,5413.291989605659,49221.58784748642,1127,9.092727298287128,2023-08
2023-08-29,Meta,11868.99352875952,16746.327937684633,1082,1.410930749697263,2023-08
2023-08-30,Google,9859.375617569125,22111.77170525394,1175,2.2427152147293583,2023-08
2023-08-31,Google,5148.488216027451,29600.826178935695,1076,5.749420982801734,2023-08
2023-09-01,Google,5547.913108664959,12636.287334659353,1034,2.2776649682785193,2023-09
2023-09-02,Affiliate,7600.001968818104,7442.287373196278,1141,0.9792480848993317,2023-09
2023-09-03,Affiliate,70842.60974812678,2008.2086085116296,1030,0.02834746793845678,2023-09
2023-09-04,Affiliate,31070.384609915727,10964.577545116414,1038,0.3528948123035852,2023-09
2023-09-05,Email,16563.775733573624,0.0,1011,0.0,2023-09
2023-09-06,Google,2076.549277661221,17357.6704505824,1228,8.358901297123092,2023-09
2023-09-07,Meta,16911.533627074525,22243.67702685209,1116,1.3152962656941454,2023-09
2023-09-08,Affiliate,21681.777138798418,30409.02757155726,1211,1.4025154569614076,2023-09
2023-09-09,Google,9827.219298721595,27337.2463887975,1050,2.781788576993876,2023-09
2023-09-10,Google,7727.089390806823,20639.153163212995,1028,2.671012605052568,2023-09
2023-09-11,Google,3405.6746170275096,12374.842755788106,1297,3.6335951455600104,2023-09
2023-09-12,Meta,5582.384567979583,25741.142126287967,1110,4.61113737558292,2023-09
2023-09-13,Meta,5123.171966820051,19639.95783530227,1040,3.833554282873853,2023-09
2023-09-14,Affiliate,18229.545533814613,7175.730260652116,1242,0.39363187893749774,2023-09
2023-09-15,Meta,8558.763479768952,35636.69998111906,1127,4.163767355571449,2023-09
2023-09-16,Google,1469.118832415473,18280.560802129447,1110,12.443214530218224,2023-09
2023-09-17,Email,7976.135367775899,24686.005556974185,1108,3.0949832743194454,2023-09
2023-09-18,Email,5622.560795118389,16143.542178765905,1070,2.8712081144203947,2023-09
2023-09-19,Google,12003.538310195845,59878.10774955681,1152,4.98837144533426,2023-09
2023-09-20,Google,15493.280559456882,29532.32629978215,1252,1.9061377083083952,2023-09
2023-09-21,Meta,4078.9155953997483,15816.902926370063,1247,3.87772253591336,2023-09
2023-09-22,Google,9254.44184210707,16013.774780781718,1076,1.7303879643956648,2023-09
2023-09-23,Affiliate,27341.419304070532,12841.180948863865,1104,0.4696603642281327,2023-09
2023-09-24,Meta,7741.11099806317,13333.871370997367,1179,1.7224751556118378,2023-09
2023-09-25,Affiliate,10054.78216141123,11914.076463737472,1100,1.1849164181260872,2023-09
2023-09-26,Google,3159.4357230123865,48659.07343942793,1199,15.401191132014418,2023-09
2023-09-27,Google,36469.04091270375,29201.618941121826,1232,0.8007235235777652,2023-09
2023-09-28,Meta,6062.060033822514,20401.731709488402,1221,3.3654783350312374,2023-09
2023-09-29,Google,17218.977047715096,44811.86059342323,1185,2.6024693841710898,2023-09
2023-09-30,Meta,5182.099991746392,12917.122747490524,1066,2.4926425132791374,2023-09
2023-10-01,Email,3342.2788766377066,33006.111637520225,1025,9.875331429771052,2023-10
2023-10-02,Google,10093.10185385036,21935.366757644606,1279,2.173302823579117,2023-10
2023-10-03,Affiliate,21245.602319672565,25402.695140348176,1046,1.195668390951021,2023-10
2023-10-04,Meta,4952.515646817912,17971.643177302823,1196,3.6287907921805265,2023-10
2023-10-05,Google,4262.757188923555,15054.344793543833,1171,3.5315980071915387,2023-10
2023-10-06,Google,4069.9536521026102,10109.27040159685,1013,2.4838785071604494,2023-10
2023-10-07,Meta,5624.049272046793,27042.76999330111,1269,4.808416264720824,2023-10
2023-10-08,Meta,7075.561344038857,24856.83537075907,1051,3.5130548888111743,2023-10
2023-10-09,Google,4260.627485135744,24062.99266346529,1138,5.647757929416503,2023-10
2023-10-10,Affiliate,3132.4746742724196,11126.934215890506,1075,3.5521226419731424,2023-10
2023-10-11,Affiliate,11885.165568762483,24330.73831343229,1209,2.0471518190188474,2023-10
2023-10-12,Affiliate,11213.691160727747,20339.76183668045,1001,1.8138328892018851,2023-10
2023-10-13,Affiliate,12070.021982880642,45123.73115002666,1268,3.7384961861732573,2023-10
2023-10-14,Google,1530.1026536598845,11296.885510629403,1195,7.383089940801127,2023-10
2023-10-15,Email,24556.08353381455,32568.594622455097,1297,1.3262943407733179,2023-10
2023-10-16,Meta,3626.014714258786,29972.777031916932,1202,8.26603844547383,2023-10
2023-10-17,Email,21558.09747607458,19167.34127010039,1169,0.8891017072064231,2023-10
2023-10-18,Google,14304.681923931685,6842.596357816571,1104,0.478346627642865,2023-10
2023-10-19,Meta,3890.946104535389,0.0,1137,0.0,2023-10
2023-10-20,Google,4744.249586478128,30423.124371185317,1270,6.412631506128198,2023-10
2023-10-21,Meta,15108.295355127915,25855.06761022864,1037,1.7113160024008371,2023-10
2023-10-22,Email,4512.717412438876,0.0,1177,0.0,2023-10
2023-10-23,Google,4057.349645004193,22263.93509969584,1142,5.487309955430974,2023-10
2023-10-24,Email,11049.740226103448,67435.70802812422,1209,6.102922480368987,2023-10
2023-10-25,Email,8481.140381461226,19683.003154375623,1136,2.3207967642417935,2023-10
2023-10-26,Email,7360.6786039974695,27313.704827259015,1116,3.710759061321516,2023-10
2023-10-27,Google,6095.282376892748,9242.219647450995,1105,1.5162906451206106,2023-10
2023-10-28,Google,3810.8533865929203,18249.797566869704,1028,4.788900468088033,2023-10
2023-10-29,Meta,10922.21317555702,39083.67975507335,1299,3.5783663188829977,2023-10
2023-10-30,Meta,11057.854054166084,13825.02888380863,1069,1.2502451936956072,2023-10
2023-10-31,Email,4564.943383231212,21060.240660710373,1286,4.613472477681261,2023-10
2023-11-01,Email,6316.976133349943,20460.038423663955,1151,3.238897534478072,2023-11
2023-11-02,Email,17775.479727917205,0.0,1098,0.0,2023-11
2023-11-03,Google,9076.63361425012,23070.402590322577,1253,2.5417355784971356,2023-11
2023-11-04,Affiliate,11606.481435911344,15263.635348992824,1142,1.3150958310040428,2023-11
2023-11-05,Google,11959.1876615857,27312.2355144775,1189,2.283786849687757,2023-11
2023-11-06,Meta,11928.932623565332,18101.84107334054,1193,1.517473662109615,2023-11
2023-11-07,Email,10940.960951691128,15690.147408723537,1243,1.4340739792420458,2023-11
2023-11-08,Email,3013.1810101530095,55912.92374277597,1091,18.556111814848027,2023-11
2023-11-09,Affiliate,3904.3824040353097,22231.124015226604,1242,5.693890022721646,2023-11
2023-11-10,Email,6183.167830656705,14901.750790480184,1258,2.410051158015792,2023-11
2023-11-11,Google,8997.405746878218,85711.53781026775,1020,9.52625014604978,2023-11
2023-11-12,Email,8378.18951186337,26555.767387967695,1170,3.1696307836394957,2023-11
2023-11-13,Google,14008.022114839569,16170.847624783393,1257,1.1543990644940951,2023-11
2023-11-14,Meta,15905.532366646663,12504.80068775037,1239,0.7861918984851142,2023-11
2023-11-15,Google,12125.18548383218,6843.966485395427,1240,0.5644422095250606,2023-11
2023-11-16,Email,6011.229983845835,24981.57329519788,1034,4.155817255758246,2023-11
2023-11-17,Affiliate,12275.559884589517,26078.818948599433,1039,2.1244504685556738,2023-11
2023-11-18,Google,6704.167389718133,10114.466913243212,1053,1.5086835285102362,2023-11
2023-11-19,Email,14115.531155158349,48071.9103230079,1117,3.405604067930565,2023-11
